Season,Type,Week,Away Team,A Score,Home Team,H Score,Game ID,Captured,Force Refresh,Win,AT,,,,,,,,,
2045,Regular,1,Thundercocks,16,Demons,20,9388,0,0,H,Timbers,,,,,,,,,
2045,Regular,1,Devils,6,Seahawks,24,9389,0,0,H,FightingDeLucias,,,,,,,,,
2045,Regular,1,Bears,5,Wizards,20,9390,0,0,A,Mellotrons,,,,,,,,,
2045,Regular,1,RockyMountainBronx,17,Monarchs,45,9391,0,0,H,Ravens,,,,,,,,,
2045,Regular,1,TheRedDragon,3,Argonauts,11,9392,0,0,H,Chips,,,,,,,,,
2045,Regular,1,Dildozers,6,Bandits,25,9393,0,0,A,Hammers,,,,,,,,,
2045,Regular,1,Wraiths,16,ShadowDancers,10,9394,0,0,A,Rampage,,,,,,,,,
2045,Regular,1,FireBreathingRubberDuckies,0,UpsideDownSicilians,41,9395,0,0,H,Autobots,,,,,,,,,
2045,Regular,1,Barbarians,39,Templars,3,9396,0,0,H,Crusaders,,,,,,,,,
2045,Regular,1,Anteaters,20,Kayfabe,10,9397,0,0,A,Heisenbergs,,,,,,,,,
2045,Regular,1,RumblePonies,16,OrangeCrush,3,9398,0,0,H,BlackSharks,,,,,,,,,
2045,Regular,1,Pirates,3,Bangles,32,9399,0,0,H,Corsairs,,,,,,,,,
2045,Regular,1,Invaders,12,Tigers,10,9400,0,0,A,Lancers,,,,,,,,,
2045,Regular,1,Thrashers,10,Raiders,19,9401,0,0,H,Muskies,,,,,,,,,
2045,Regular,1,Ravens,6,Terror,62,9402,0,0,A,Storm,,,,,,,,,
2045,Regular,1,Lions,3,Xtreme,31,9403,0,0,H,Virgins,,,,,,,,,
2045,Regular,2,Devils,6,Lions,17,9404,0,0,H,Quicksilver,,,,,,,,,
2045,Regular,2,RumblePonies,38,FireBreathingRubberDuckies,6,9405,0,0,H,CutThroat’s,,,,,,,,,
2045,Regular,2,UpsideDownSicilians,30,Anteaters,9,9406,0,0,H,FoghornLeghorns,,,,,,,,,
2045,Regular,2,ShadowDancers,35,Templars,7,9407,0,0,A,Ravens,,,,,,,,,
2045,Regular,2,OrangeCrush,24,Seahawks,3,9408,0,0,A,Hammers,,,,,,,,,
2045,Regular,2,Wizards,21,RockyMountainBronx,16,9409,0,0,H,UkraineUnited,,,,,,,,,
2045,Regular,2,Xtreme,19,Bears,20,9410,0,0,A,Rampage,,,,,,,,,
2045,Regular,2,Pirates,3,Barbarians,20,9411,0,0,H,Crusaders,,,,,,,,,
2045,Regular,2,Thundercocks,23,Ravens,3,9412,0,0,A,Mallards,,,,,,,,,
2045,Regular,2,Demons,26,Raiders,6,9413,0,0,A,Thunderbolts,,,,,,,,,
2045,Regular,2,Tigers,26,Argonauts,7,9414,0,0,H,Corsairs,,,,,,,,,
2045,Regular,2,Bangles,3,Thrashers,20,9415,0,0,H,Stars,,,,,,,,,
2045,Regular,2,Dildozers,7,Kayfabe,12,9416,0,0,A,Treasure,,,,,,,,,
2045,Regular,2,Monarchs,12,Wraiths,6,9417,0,0,H,Muskies,,,,,,,,,
2045,Regular,2,Invaders,25,Bandits,10,9418,0,0,H,Storm,,,,,,,,,
2045,Regular,2,Terror,23,TheRedDragon,9,9419,0,0,A,Timbers,,,,,,,,,
2045,Regular,3,OrangeCrush,10,Anteaters,24,9420,0,0,H,Bullfrogs,,,,,,,,,
2045,Regular,3,Bears,12,RumblePonies,10,9421,0,0,A,Treasure,,,,,,,,,
2045,Regular,3,Bangles,7,Seahawks,30,9422,0,0,H,BlackSharks,,,,,,,,,
