HasBall,"Game Clock","Ball @",Quarter,Down,YTG,OffensivePlay,DefensivePlay,YardsGained,"Home Score","Away Score",Text,QB1,RB1,RB2,FB2,FB1,TE1,TE2,WR1,WR3,WR2,WR4,WR5,LT1,LG1,C1,RG1,RT1,P1,LDE1,LDE2,DT1,DT2,RDE1,SLB1,MLB1,MLB2,WLB1,CB1,CB2,CB4,CB3,CB5,SS1,FS1,FS2,"Kick Holder1","Long Snapper1","Kick Returner1","Punt Returner1",Gunner10,Gunner7,Gunner2,Gunner6,Gunner1,Gunner8,Gunner3,Gunner4,Gunner9,Gunner5,Kickoffs1,"Field Goal Kicker1","ST Blocker8","ST Blocker5","ST Blocker4","ST Blocker1","ST Blocker2","ST Blocker3","ST Blocker6","ST Blocker7","ST Rusher4","ST Rusher1","ST Rusher2","ST Rusher3","ST Rusher11","ST Rusher10","ST Rusher9","ST Rusher6","ST Rusher5","ST Rusher7","ST Rusher8"
,15:00,,1,4,10,,,,0,0,"ROS has won the toss and elected to receive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATH,15:00,"ATH 35",1,6,10,Kickoff,"Kick Return",,0,0,"(15:00) 9-Steven Cavanaugh kicks 74 yards from ATH 35 to ROS -9. Touchback.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#25 Daniel Grant - RB",,"#97 Willard Macrae - MLB","#33 Gerald Kreutzer - SS","#20 Alvin Abernathy - CB","#45 Maurice Butcher - FS","#43 Jamie McGuinness - CB","#49 Charles Rucker - SS","#91 Charles Desimone - WLB","#64 Jarred Austin - LDE","#98 William Dunn - DT","#56 Kenneth Ellender - SLB","#9 Steven Cavanaugh - K",,,,,,,,,,,,,,,,,,,,
ROS,15:00,"ROS 25",1,1,10,"Strong I Normal HB Off Tackle Strong","4-3 Normal SS Blitz",6,0,0,"1-10-ROS 25 (15:00) 40-Frank Jenkins ran to ROS 31 for 6 yards. Tackle by 38-Byron Espinoza.","#12 David Espinal - QB","#40 Frank Jenkins - RB",,,"#31 Adrian Hopkins - FB","#88 Robert Avina - TE",,"#11 Richard Morrison - WR",,"#86 Millard Banks - WR",,,"#51 Curtis Parker - LT","#70 Frank Wise - LG","#58 James Stultz - C","#52 John Murray - RG","#77 Michael Hess - RT",,"#90 John Ross - LDE",,"#55 Raymond Moore - RDE","#50 Claude Anderson - LDE","#93 Leroy Webb - DT","#38 Byron Espinoza - CB","#33 Kevin Sigler - CB",,"#32 Dan “Candyman” Robitaille - CB","#34 Tyrone Biggums - CB","#5 Robert   Asbury Jr. - CB",,,,"#39 Joshua Donnelly - CB","#25 Jeffrey Campbell - CB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS,14:21,"ROS 31",1,2,4,"Weak I Normal WR Corner TE Middle","4-3 Normal Cover 2 MLB Blitz",6,0,0,"2-4-ROS 31 (14:20) 12-David Espinal pass complete to 40-Frank Jenkins to ROS 37 for 6 yards. Tackle by 38-Byron Espinoza.","#12 David Espinal - QB","#40 Frank Jenkins - RB",,,"#31 Adrian Hopkins - FB","#88 Robert Avina - TE",,"#11 Richard Morrison - WR",,"#86 Millard Banks - WR",,,"#51 Curtis Parker - LT","#70 Frank Wise - LG","#58 James Stultz - C","#52 John Murray - RG","#77 Michael Hess - RT",,"#90 John Ross - LDE",,"#55 Raymond Moore - RDE","#50 Claude Anderson - LDE","#93 Leroy Webb - DT","#27 Reed Fanelli - CB","#39 Joshua Donnelly - CB",,"#25 Jeffrey Campbell - CB","#34 Tyrone Biggums - CB","#33 Kevin Sigler - CB",,,,"#38 Byron Espinoza - CB","#32 Dan “Candyman” Robitaille - CB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS,13:35,"ROS 37",1,1,10,"Strong I Big Backfield Drag","Goal Line 3 Deep Man",14,0,0,"1-10-ROS 37 (13:34) 12-David Espinal pass complete to 25-Daniel Grant to ATH 49 for 14 yards. Tackle by 39-Joshua Donnelly.","#12 David Espinal - QB","#25 Daniel Grant - RB",,,"#31 Adrian Hopkins - FB","#88 Robert Avina - TE","#87 Jeremy Hunter - TE","#11 Richard Morrison - WR",,,,,"#51 Curtis Parker - LT","#70 Frank Wise - LG","#58 James Stultz - C","#52 John Murray - RG","#77 Michael Hess - RT",,"#90 John Ross - LDE","#57 Nathan McCauley - RDE","#93 Leroy Webb - DT","#50 Claude Anderson - LDE","#55 Raymond Moore - RDE","#38 Byron Espinoza - CB","#25 Jeffrey Campbell - CB",,"#39 Joshua Donnelly - CB","#32 Dan “Candyman” Robitaille - CB","#33 Kevin Sigler - CB",,,,"#34 Tyrone Biggums - CB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS,12:53,"ATH 49",1,1,10,"Shotgun 2 RB 3 WR Shotgun Dive","Nickel Normal Man Zone",13,0,0,"1-10-ATH 49 (12:52) 40-Frank Jenkins ran to ATH 35 for 13 yards. Tackle by 5-Robert   Asbury Jr.. ATH 39-Joshua Donnelly was injured on the play. He looks like he should be able to return.","#12 David Espinal - QB","#40 Frank Jenkins - RB","#34 Craig Cardenas - RB",,,,,"#86 Millard Banks - WR","#89 Juan Smith - WR","#10 Larry Martinez - WR",,,"#51 Curtis Parker - LT","#70 Frank Wise - LG","#63 Terrence Mayo - C","#52 John Murray - RG","#54 Palmer Ellis - RT",,"#90 John Ross - LDE",,"#55 Raymond Moore - RDE","#50 Claude Anderson - LDE","#93 Leroy Webb - DT",,"#91 John Rouse - CB",,"#32 Dan “Candyman” Robitaille - CB","#5 Robert   Asbury Jr. - CB","#41 John Singleton - CB",,"#99 Arturo Chester - CB",,"#39 Joshua Donnelly - CB","#33 Kevin Sigler - CB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS,12:15,"ATH 35",1,1,10,"Singleback Normal SE Quick Hit","Nickel Normal 3 Deep Man Under",,0,0,"1-10-ATH 35 (12:14) 12-David Espinal pass Pass knocked down by 34-Tyrone Biggums. incomplete, intended for 10-Larry Martinez.","#12 David Espinal - QB","#25 Daniel Grant - RB",,,,"#88 Robert Avina - TE",,"#11 Richard Morrison - WR","#10 Larry Martinez - WR","#86 Millard Banks - WR",,,"#51 Curtis Parker - LT","#70 Frank Wise - LG","#58 James Stultz - C","#52 John Murray - RG","#77 Michael Hess - RT",,"#90 John Ross - LDE",,"#93 Leroy Webb - DT","#50 Claude Anderson - LDE","#55 Raymond Moore - RDE",,"#38 Byron Espinoza - CB",,"#34 Tyrone Biggums - CB","#5 Robert   Asbury Jr. - CB","#41 John Singleton - CB",,"#99 Arturo Chester - CB",,"#32 Dan “Candyman” Robitaille - CB","#25 Jeffrey Campbell - CB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS,12:09,"ATH 35",1,2,10,"Weak I Normal WR Corner TE Middle","4-3 Normal SS Blitz",,0,0,"2-10-ATH 35 (12:10) 12-David Espinal pass Pass knocked down by 38-Byron Espinoza. incomplete, intended for 88-Robert Avina.","#12 David Espinal - QB","#34 Craig Cardenas - RB",,,"#31 Adrian Hopkins - FB","#88 Robert Avina - TE",,"#11 Richard Morrison - WR",,"#86 Millard Banks - WR",,,"#51 Curtis Parker - LT","#70 Frank Wise - LG","#58 James Stultz - C","#52 John Murray - RG","#77 Michael Hess - RT",,"#90 John Ross - LDE",,"#93 Leroy Webb - DT","#50 Claude Anderson - LDE","#55 Raymond Moore - RDE","#27 Reed Fanelli - CB","#38 Byron Espinoza - CB",,"#34 Tyrone Biggums - CB","#32 Dan “Candyman” Robitaille - CB","#5 Robert   Asbury Jr. - CB",,,,"#33 Kevin Sigler - CB","#25 Jeffrey Campbell - CB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS,12:06,"ATH 35",1,3,10,"Split Backs 3 Wide WR Quick Out","Dime Normal 2 Deep Man Under",2,0,0,"3-10-ATH 35 (12:07) 12-David Espinal pass complete to 40-Frank Jenkins to ATH 33 for 2 yards. Tackle by 27-Reed Fanelli.","#12 David Espinal - QB","#40 Frank Jenkins - RB",,,"#31 Adrian Hopkins - FB",,,"#10 Larry Martinez - WR","#13 Joseph McIntosh - WR","#89 Juan Smith - WR",,,"#51 Curtis Parker - LT","#70 Frank Wise - LG","#58 James Stultz - C","#52 John Murray - RG","#77 Michael Hess - RT",,"#90 John Ross - LDE",,"#93 Leroy Webb - DT","#50 Claude Anderson - LDE","#55 Raymond Moore - RDE",,"#5 Robert   Asbury Jr. - CB",,,"#32 Dan “Candyman” Robitaille - CB","#99 Arturo Chester - CB","#27 Reed Fanelli - CB","#23 James Gerber - CB",,"#33 Kevin Sigler - CB","#41 John Singleton - CB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS,11:27,"ATH 33",1,4,8,"Field Goal","FG Block",43,0,3,"4-8-ATH 33 (11:26) 1-Gilbert Diaz 50 yard field goal is GOOD. ATH 0 ROS 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#12 David Espinal - QB","#88 Robert Avina - TE",,,,,,,,,,,,,,"#1 Gilbert Diaz - K","#59 Russell Adams - LG","#51 Curtis Parker - LT","#25 Daniel Grant - RB","#31 Adrian Hopkins - FB","#77 Michael Hess - RT","#54 Palmer Ellis - RT","#58 James Stultz - C","#10 Larry Martinez - WR","#71 Arnold Beane - DT","#27 Reed Fanelli - CB","#91 John Rouse - CB","#33 Kevin Sigler - CB","#93 Leroy Webb - DT","#38 Byron Espinoza - CB","#41 John Singleton - CB","#55 Raymond Moore - RDE","#50 Claude Anderson - LDE","#5 Robert   Asbury Jr. - CB","#90 John Ross - LDE"
