HasBall,"Game Clock","Ball @",Quarter,Down,YTG,OffensivePlay,DefensivePlay,YardsGained,"Home Score","Away Score",Text,QB1,RB1,RB2,FB2,FB1,TE1,TE2,WR1,WR3,WR2,WR4,WR5,LT1,LG1,C1,RG1,RT1,P1,LDE1,LDE2,DT1,DT2,RDE1,SLB1,MLB1,MLB2,WLB1,CB1,CB2,CB4,CB3,CB5,SS1,FS1,FS2,"Kick Holder1","Long Snapper1","Kick Returner1","Punt Returner1",Gunner10,Gunner7,Gunner2,Gunner6,Gunner1,Gunner8,Gunner3,Gunner4,Gunner9,Gunner5,Kickoffs1,"Field Goal Kicker1","ST Blocker8","ST Blocker5","ST Blocker4","ST Blocker1","ST Blocker2","ST Blocker3","ST Blocker6","ST Blocker7","ST Rusher4","ST Rusher1","ST Rusher2","ST Rusher3","ST Rusher11","ST Rusher10","ST Rusher9","ST Rusher6","ST Rusher5","ST Rusher7","ST Rusher8"
,15:00,,1,2,1,,,,0,0,"MIC has won the toss and elected to receive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,15:00,"CHI 35",1,6,10,Kickoff,"Kick Return",,0,0,"(15:00) 6-Samuel Diaz kicks 64 yards from CHI 35 to MIC 1. 30-Charles Keller to MIC 17 for 17 yards. Tackle by 20-Michael Brower.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#30 Charles Keller - RB",,"#32 David Stanley - CB","#93 Gary Fanning - RDE","#21 Francisco Perez - CB","#20 Gary Ryles - CB","#98 Darryl Sturgis - DT","#28 George Hernandez - FS","#25 William Kam - SS","#47 Jorge Stephen - CB","#35 Michael Dawson - CB","#95 Mike Baxter - RDE","#6 Samuel Diaz - K",,,,,,,,,,,,,,,,,,,,
MIC,14:57,"MIC 17",1,1,10,"I Formation Twin WR Hard Slants","4-3 Normal Double WR1",,0,0,"1-10-MIC 17 (14:58) 8-Willie Reddish pass Pass knocked down by 23-Benjamin Nix. incomplete, intended for 83-Alvin Eckenrode. CHI 93-David Romano was injured on the play. He looks like he should be able to return.","#8 Willie Reddish - QB","#15 Brendan Tullis - WR",,,"#87 William Richardson - RB","#83 Alvin Eckenrode - WR",,"#80 William Barrett - WR",,"#12 Sean Medina - WR",,,"#64 Guillermo Jacobs - RG","#51 Chester Cribb - RG","#78 Dennis Mann - C","#70 Walter Lim - LT","#65 William Johnson - LG",,"#77 Charles Stribling - LDE",,"#73 Charles Delacruz - DT","#93 David Romano - DT","#97 Alejandro Byrnes - RDE","#52 David Carver - SLB","#51 William Pillar - MLB",,"#54 Jimmy Woodburn - WLB","#20 Michael Brower - CB","#22 Paul Herbert - CB",,,,"#21 Frankie Nieves - SS","#23 Benjamin Nix - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIC,14:55,"MIC 17",1,2,10,"I Formation Normal PA Fullback Flat","46 Heavy 2 Deep Man Under",2,0,0,"2-10-MIC 17 (14:55) 8-Willie Reddish pass complete to 15-Brendan Tullis to MIC 19 for 2 yards. Tackle by 52-David Carver. CHI 51-William Pillar was injured on the play. He looks like he should be able to return.","#8 Willie Reddish - QB","#30 Charles Keller - RB",,,"#15 Brendan Tullis - WR","#83 Alvin Eckenrode - WR",,"#80 William Barrett - WR",,"#12 Sean Medina - WR",,,"#64 Guillermo Jacobs - RG","#51 Chester Cribb - RG","#78 Dennis Mann - C","#70 Walter Lim - LT","#65 William Johnson - LG",,"#77 Charles Stribling - LDE",,"#73 Charles Delacruz - DT","#67 Billy Garcia - DT","#97 Alejandro Byrnes - RDE","#52 David Carver - SLB","#51 William Pillar - MLB",,"#54 Jimmy Woodburn - WLB","#20 Michael Brower - CB","#22 Paul Herbert - CB",,,,"#21 Frankie Nieves - SS","#23 Benjamin Nix - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:52,,1,3,8,,,,0,0,"Timeout MIC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIC,14:12,"MIC 19",1,3,8,"I Formation Normal FL Hitch","46 Heavy 2 Deep Man Under",,0,0,"3-8-MIC 19 (14:13) 8-Willie Reddish pass Pass knocked down by 51-William Pillar. incomplete, intended for 83-Alvin Eckenrode. 51-William Pillar got away with a hold on that play.","#8 Willie Reddish - QB","#30 Charles Keller - RB",,,"#15 Brendan Tullis - WR","#83 Alvin Eckenrode - WR",,"#80 William Barrett - WR",,"#12 Sean Medina - WR",,,"#64 Guillermo Jacobs - RG","#51 Chester Cribb - RG","#78 Dennis Mann - C","#70 Walter Lim - LT","#65 William Johnson - LG",,"#77 Charles Stribling - LDE",,"#73 Charles Delacruz - DT","#67 Billy Garcia - DT","#97 Alejandro Byrnes - RDE","#52 David Carver - SLB","#51 William Pillar - MLB",,"#54 Jimmy Woodburn - WLB","#20 Michael Brower - CB","#22 Paul Herbert - CB",,,,"#21 Frankie Nieves - SS","#23 Benjamin Nix - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIC,14:09,"MIC 19",1,4,8,Punt,"Punt Return",,0,0,"4-8-MIC 19 (14:10) 2-Virgil Leon punts 52 yards to CHI 29. 11-Nathanial Gongora to CHI 37 for 8 yards. Tackle by 21-Francisco Perez.",,,,,,,,,,,,,,,,,,"#2 Virgil Leon - P",,,,,,,,,,,,,,,,,,,"#64 Guillermo Jacobs - RG",,"#11 Nathanial Gongora - WR",,,"#21 Frankie Nieves - SS","#22 Paul Herbert - CB","#20 Michael Brower - CB",,"#77 Charles Stribling - LDE","#73 Charles Delacruz - DT",,"#39 Donald Molinaro - CB",,,,"#74 Ryan Bishop - RT","#65 William Johnson - LG","#77 Kenneth Gibbs - LT","#62 Flap Jack - LG","#70 Walter Lim - LT","#93 Gary Fanning - RDE",,"#92 Thomas Lomax - RDE","#51 William Pillar - MLB","#97 Alejandro Byrnes - RDE","#67 Billy Garcia - DT",,,,,,,
CHI,14:00,"CHI 37",1,1,10,"Singleback Normal Slot WR Cross","4-3 Normal Double WR3",5,0,0,"1-10-CHI 37 (14:01) 9-Eric Hansen pass complete to 32-David Pinkerton to CHI 42 for 5 yards. Tackle by 52-Scott Riley.","#9 Eric Hansen - QB","#32 David Pinkerton - RB",,,,"#82 Clifton Gentry - TE",,"#15 Robert McIntosh - WR","#12 Fred Lynch - WR","#11 Nathanial Gongora - WR",,,"#74 Cruz Hughes - LT","#75 Robert Williams - LG","#66 Jared Doyal - C","#76 Ernest Sanchez - RG","#72 James Breit - RT",,"#96 Jeffrey Bartlett - LDE",,"#94 Ricky Albaugh - RDE","#90 Calvin Jackson - SLB","#95 Mike Baxter - RDE","#52 Scott Riley - SLB","#22 Michael Mauzy - CB",,"#55 Joseph Hodge - MLB","#20 Gary Ryles - CB","#44 Duane Lynam - CB",,,,"#35 Michael Dawson - CB","#28 George Hernandez - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,13:24,"CHI 42",1,2,5,"Singleback Big HB Curls TE Deep","4-3 Normal Double WR3",11,0,0,"2-5-CHI 42 (13:23) 9-Eric Hansen pass complete to 11-Nathanial Gongora to MIC 47 for 11 yards. Tackle by 44-Duane Lynam.","#9 Eric Hansen - QB","#32 David Pinkerton - RB",,,,"#82 Clifton Gentry - TE","#86 Mark Contreras - TE","#15 Robert McIntosh - WR",,"#11 Nathanial Gongora - WR",,,"#74 Cruz Hughes - LT","#75 Robert Williams - LG","#66 Jared Doyal - C","#76 Ernest Sanchez - RG","#72 James Breit - RT",,"#96 Jeffrey Bartlett - LDE",,"#93 Gary Fanning - RDE","#98 Darryl Sturgis - DT","#95 Mike Baxter - RDE","#52 Scott Riley - SLB","#22 Michael Mauzy - CB",,"#55 Joseph Hodge - MLB","#20 Gary Ryles - CB","#44 Duane Lynam - CB",,,,"#25 William Kam - SS","#28 George Hernandez - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,12:38,"MIC 47",1,1,10,"I Formation Normal Cross In","4-3 Normal Double WR3",2,0,0,"1-10-MIC 47 (12:37) 9-Eric Hansen pass complete to 82-Clifton Gentry to MIC 45 for 2 yards. Tackle by 22-Michael Mauzy. 82-Clifton Gentry made a great move on the CB.","#9 Eric Hansen - QB","#32 David Pinkerton - RB",,,"#38 Roy Cosper - FB","#82 Clifton Gentry - TE",,"#15 Robert McIntosh - WR",,"#11 Nathanial Gongora - WR",,,"#74 Cruz Hughes - LT","#75 Robert Williams - LG","#66 Jared Doyal - C","#76 Ernest Sanchez - RG","#72 James Breit - RT",,"#96 Jeffrey Bartlett - LDE",,"#93 Gary Fanning - RDE","#98 Darryl Sturgis - DT","#95 Mike Baxter - RDE","#52 Scott Riley - SLB","#22 Michael Mauzy - CB",,"#55 Joseph Hodge - MLB","#20 Gary Ryles - CB","#44 Duane Lynam - CB",,,,"#25 William Kam - SS","#28 George Hernandez - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
