Season,Type,Week,Away Team,A Score,Home Team,H Score,Game ID,Captured,Force Refresh,Win,AT,,,,,,,,,
2047,Regular,1,GemCityGangsters,20,SaintPaulPunishers,16,9290,0,0,H,Timbers,,,,,,,,,
2047,Regular,1,MemphisManiacs,24,PhoenixPredators,28,9291,0,0,H,FightingDeLucias,,,,,,,,,
2047,Regular,1,BuffaloSkullCrushers,34,MontanaGrizzlies,33,9292,0,0,A,Mellotrons,,,,,,,,,
2047,Regular,1,TexasHold'em,0,DakotaBlizzard,38,9293,0,0,H,Ravens,,,,,,,,,
2047,Regular,1,KCChaos,30,OaklandOutlaws,27,9294,0,0,H,Chips,,,,,,,,,
2047,Regular,1,MiamiNemesis,20,NewEnglandCrusaders,17,9295,0,0,A,Hammers,,,,,,,,,
2047,Regular,1,WashingtonWarriors,16,OrlandoGuardians,3,9296,0,0,A,Rampage,,,,,,,,,
2047,Regular,1,ProvidenceIslanders,9,PhiladelphiaSlayers,10,9297,0,0,H,Autobots,,,,,,,,,
2047,Regular,1,DaytonaBeachBullSharks,0,NewYorkEmpire,33,9298,0,0,H,Crusaders,,,,,,,,,
2047,Regular,1,VegasBlackAces,13,LosAngelesChallengers,30,9299,0,0,A,Heisenbergs,,,,,,,,,
2047,Regular,1,TorontoTitans,15,IndianaFog,3,9300,0,0,H,BlackSharks,,,,,,,,,
2047,Regular,1,ZehlendorfZecken,0,BrooklynHitmen,44,9301,0,0,H,Corsairs,,,,,,,,,
2047,Regular,1,HoustonRoughnecks,44,CarolinaCobras,3,9302,0,0,A,Lancers,,,,,,,,,
2047,Regular,1,VancouverVandals,31,SeattleBarbarians,12,9303,0,0,H,Muskies,,,,,,,,,
2047,Regular,1,CincinnatiDefenders,31,PittsburghBlitzkrieg,7,9304,0,0,A,Storm,,,,,,,,,
2047,Regular,1,TampaBayFireballs,6,AtlantaDominators,52,9305,0,0,H,Virgins,,,,,,,,,
2047,Regular,2,IndianaFog,3,VancouverVandals,14,9306,0,0,H,Quicksilver,,,,,,,,,
2047,Regular,2,MemphisManiacs,29,TampaBayFireballs,7,9307,0,0,H,CutThroat’s,,,,,,,,,
2047,Regular,2,TorontoTitans,10,CincinnatiDefenders,42,9308,0,0,H,FoghornLeghorns,,,,,,,,,
2047,Regular,2,BuffaloSkullCrushers,40,NewEnglandCrusaders,28,9309,0,0,A,Ravens,,,,,,,,,
2047,Regular,2,MontanaGrizzlies,9,GemCityGangsters,23,9310,0,0,A,Hammers,,,,,,,,,
2047,Regular,2,SaintPaulPunishers,20,ZehlendorfZecken,17,9311,0,0,H,UkraineUnited,,,,,,,,,
2047,Regular,2,DaytonaBeachBullSharks,6,ProvidenceIslanders,25,9312,0,0,A,Rampage,,,,,,,,,
2047,Regular,2,PittsburghBlitzkrieg,17,OaklandOutlaws,6,9313,0,0,H,Crusaders,,,,,,,,,
2047,Regular,2,TexasHold'em,7,WashingtonWarriors,31,9314,0,0,A,Mallards,,,,,,,,,
2047,Regular,2,MiamiNemesis,16,DakotaBlizzard,32,9315,0,0,A,Thunderbolts,,,,,,,,,
2047,Regular,2,OrlandoGuardians,20,NewYorkEmpire,37,9316,0,0,H,Corsairs,,,,,,,,,
2047,Regular,2,AtlantaDominators,24,PhiladelphiaSlayers,9,9317,0,0,H,Stars,,,,,,,,,
2047,Regular,2,KCChaos,14,HoustonRoughnecks,31,9318,0,0,A,Treasure,,,,,,,,,
2047,Regular,2,PhoenixPredators,38,VegasBlackAces,10,9319,0,0,H,Muskies,,,,,,,,,
2047,Regular,2,CarolinaCobras,24,SeattleBarbarians,16,9320,0,0,H,Storm,,,,,,,,,
2047,Regular,2,LosAngelesChallengers,20,BrooklynHitmen,13,9321,0,0,A,Timbers,,,,,,,,,
2047,Regular,3,CincinnatiDefenders,18,HoustonRoughnecks,28,9322,0,0,H,Bullfrogs,,,,,,,,,
2047,Regular,3,VancouverVandals,20,KCChaos,23,9323,0,0,A,Treasure,,,,,,,,,
2047,Regular,3,IndianaFog,17,OaklandOutlaws,3,9324,0,0,H,BlackSharks,,,,,,,,,
2047,Regular,3,LosAngelesChallengers,7,PhoenixPredators,33,9325,0,0,A,Crusaders,,,,,,,,,
2047,Regular,3,TampaBayFireballs,20,ZehlendorfZecken,3,9326,0,0,A,Virgins,,,,,,,,,
2047,Regular,3,SeattleBarbarians,23,SaintPaulPunishers,11,9327,0,0,A,Corsairs,,,,,,,,,
2047,Regular,3,VegasBlackAces,0,MemphisManiacs,34,9328,0,0,A,Romans,,,,,,,,,
2047,Regular,3,BrooklynHitmen,7,MontanaGrizzlies,3,9329,0,0,H,Thunderbolts,,,,,,,,,
2047,Regular,3,WashingtonWarriors,6,PhiladelphiaSlayers,30,9330,0,0,A,Cheesesteaks,,,,,,,,,
2047,Regular,3,OrlandoGuardians,0,ProvidenceIslanders,16,9331,0,0,H,Bakers,,,,,,,,,
2047,Regular,3,DakotaBlizzard,16,TexasHold'em,13,9332,0,0,A,Hammers,,,,,,,,,
2047,Regular,3,NewEnglandCrusaders,2,DaytonaBeachBullSharks,19,9333,0,0,A,Rattlesnakes,,,,,,,,,
2047,Regular,3,BuffaloSkullCrushers,33,NewYorkEmpire,31,9334,0,0,H,UkraineUnited,,,,,,,,,
2047,Regular,3,MiamiNemesis,9,GemCityGangsters,34,9335,0,0,H,Monarchs,,,,,,,,,
2047,Regular,3,TorontoTitans,13,PittsburghBlitzkrieg,10,9336,0,0,H,CutThroat’s,,,,,,,,,
2047,Regular,3,AtlantaDominators,55,CarolinaCobras,6,9337,0,0,A,Quicksilver,,,,,,,,,
2047,Regular,4,AtlantaDominators,26,VegasBlackAces,0,9338,0,0,A,UkraineUnited,,,,,,,,,
2047,Regular,4,MemphisManiacs,17,TorontoTitans,10,9339,0,0,H,Storm,,,,,,,,,
2047,Regular,4,OaklandOutlaws,7,VancouverVandals,27,9340,0,0,H,Rampage,,,,,,,,,
2047,Regular,4,PittsburghBlitzkrieg,23,HoustonRoughnecks,14,9341,0,0,H,Chips,,,,,,,,,
2047,Regular,4,OrlandoGuardians,13,DaytonaBeachBullSharks,9,9342,0,0,H,Ravens,,,,,,,,,
2047,Regular,4,BuffaloSkullCrushers,66,SaintPaulPunishers,19,9343,0,0,A,Lancers,,,,,,,,,
2047,Regular,4,DakotaBlizzard,16,NewEnglandCrusaders,10,9344,0,0,A,Rattlesnakes,,,,,,,,,
2047,Regular,4,PhiladelphiaSlayers,9,ZehlendorfZecken,2,9345,0,0,A,Rancors,,,,,,,,,
2047,Regular,4,NewYorkEmpire,45,MiamiNemesis,10,9346,0,0,H,Thunderbolts,,,,,,,,,
2047,Regular,4,CarolinaCobras,9,CincinnatiDefenders,58,9347,0,0,H,Romans,,,,,,,,,
2047,Regular,4,BrooklynHitmen,7,TampaBayFireballs,20,9348,0,0,H,Treasure,,,,,,,,,
2047,Regular,4,WashingtonWarriors,7,GemCityGangsters,19,9349,0,0,H,Stars,,,,,,,,,
2047,Regular,4,ProvidenceIslanders,37,MontanaGrizzlies,17,9350,0,0,H,Corsairs,,,,,,,,,
2047,Regular,4,IndianaFog,12,TexasHold'em,3,9351,0,0,A,Mellotrons,,,,,,,,,
2047,Regular,4,KCChaos,10,PhoenixPredators,31,9352,0,0,H,FarEast,,,,,,,,,
2047,Regular,4,LosAngelesChallengers,23,SeattleBarbarians,10,9353,0,0,H,CutThroat’s,,,,,,,,,
2047,Regular,5,AtlantaDominators,37,CincinnatiDefenders,9,9354,0,0,A,Rancors,,,,,,,,,
2047,Regular,5,HoustonRoughnecks,23,VancouverVandals,27,9355,0,0,H,FoghornLeghorns,,,,,,,,,
2047,Regular,5,IndianaFog,3,KCChaos,3,9356,0,0,H,Mellotrons,,,,,,,,,
2047,Regular,5,OaklandOutlaws,13,LosAngelesChallengers,16,9357,0,0,H,BlackSharks,,,,,,,,,
