HasBall,"Game Clock","Ball @",Quarter,Down,YTG,OffensivePlay,DefensivePlay,YardsGained,"Home Score","Away Score",Text,QB1,RB1,RB2,FB2,FB1,TE1,TE2,WR1,WR3,WR2,WR4,WR5,LT1,LG1,C1,RG1,RT1,P1,LDE1,LDE2,DT1,DT2,RDE1,SLB1,MLB1,MLB2,WLB1,CB1,CB2,CB4,CB3,CB5,SS1,FS1,FS2,"Kick Holder1","Long Snapper1","Kick Returner1","Punt Returner1",Gunner10,Gunner7,Gunner2,Gunner6,Gunner1,Gunner8,Gunner3,Gunner4,Gunner9,Gunner5,Kickoffs1,"Field Goal Kicker1","ST Blocker8","ST Blocker5","ST Blocker4","ST Blocker1","ST Blocker2","ST Blocker3","ST Blocker6","ST Blocker7","ST Rusher4","ST Rusher1","ST Rusher2","ST Rusher3","ST Rusher11","ST Rusher10","ST Rusher9","ST Rusher6","ST Rusher5","ST Rusher7","ST Rusher8"
,15:00,,1,4,11,,,,0,0,"BOS has won the toss and elected to defer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS,15:00,"BOS 35",1,6,10,Kickoff,"Kick Return",,0,0,"(15:00) 13-Billy Thompson kicks 74 yards from BOS 35 to LAX -9. Touchback.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#26 Bernard Christofferse - RB",,"#48 Charles Jackson - CB","#43 Juan Rollins - CB","#40 Alfredo Stewart - CB","#44 Richard Blanco - CB","#45 Thomas Hudock - SS","#14 Corey Gibbons - WR","#42 Nathan Villanueva - FS","#28 Patrick Peavey - RB","#29 Ronnie Nix - RB","#41 Paul Shelly - CB","#13 Billy Thompson - K",,,,,,,,,,,,,,,,,,,,
LAX,15:00,"LAX 25",1,1,10,"Goal Line Normal HB Toss Strong","Dime Flat 2 Deep Man Under",12,0,0,"1-10-LAX 25 (15:00) 29-Ronnie Nix ran to LAX 37 for 12 yards. Tackle by 39-Stephen Bennett.","#6 David Tavarez - QB","#29 Ronnie Nix - RB",,"#22 Ernie Lindsay - RB","#26 Bernard Christofferse - RB","#88 Stephen Tye - TE","#30 Herman Stevens - FB",,,,,,"#70 Andrew Pinder - LT","#69 Warren Whittaker - RG","#74 Eduardo Kappel - C","#68 Eddie Flannagan - RG","#65 Lamont Weller - RT",,"#68 Hubert Morris - LDE",,"#51 Milton Winfield - DT","#94 Sylvester Martin - RDE","#91 Eugene Ford - RDE",,"#95 Raymond Joyner - MLB",,,"#44 Edward Young - CB","#41 Samuel Clark - CB","#27 Frank Zuniga - FS","#47 Brian Campanelli - SS",,"#24 Andrew Bolden - CB","#39 Stephen Bennett - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAX,14:22,"LAX 37",1,1,10,"I Formation 3WR SE Post","Dime Normal 2 Deep Man Under",3,0,0,"1-10-LAX 37 (14:21) 6-David Tavarez pass complete to 19-Gordon Auyeung to LAX 41 for 3 yards. Tackle by 44-Edward Young.","#6 David Tavarez - QB","#22 Ernie Lindsay - RB",,,"#30 Herman Stevens - FB",,,"#19 Gordon Auyeung - WR","#18 John Miller - WR","#28 Patrick Peavey - RB",,,"#70 Andrew Pinder - LT","#69 Warren Whittaker - RG","#74 Eduardo Kappel - C","#68 Eddie Flannagan - RG","#65 Lamont Weller - RT",,"#68 Hubert Morris - LDE",,"#51 Milton Winfield - DT","#94 Sylvester Martin - RDE","#91 Eugene Ford - RDE",,"#95 Raymond Joyner - MLB",,,"#44 Edward Young - CB","#41 Samuel Clark - CB","#27 Frank Zuniga - FS","#47 Brian Campanelli - SS",,"#24 Andrew Bolden - CB","#39 Stephen Bennett - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAX,13:46,"LAX 41",1,2,7,"I Formation 3WR HB Inside Strong","Dime Normal Man Cover 1",7,0,0,"2-7-LAX 41 (13:45) 29-Ronnie Nix ran to LAX 48 for 7 yards. Tackle by 27-Frank Zuniga.","#6 David Tavarez - QB","#29 Ronnie Nix - RB",,,"#30 Herman Stevens - FB",,,"#19 Gordon Auyeung - WR","#18 John Miller - WR","#28 Patrick Peavey - RB",,,"#70 Andrew Pinder - LT","#69 Warren Whittaker - RG","#74 Eduardo Kappel - C","#68 Eddie Flannagan - RG","#65 Lamont Weller - RT",,"#68 Hubert Morris - LDE",,"#51 Milton Winfield - DT","#94 Sylvester Martin - RDE","#91 Eugene Ford - RDE",,"#95 Raymond Joyner - MLB",,,"#44 Edward Young - CB","#41 Samuel Clark - CB","#27 Frank Zuniga - FS","#47 Brian Campanelli - SS",,"#24 Andrew Bolden - CB","#39 Stephen Bennett - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAX,13:09,"LAX 48",1,1,10,"Singleback Big Off Tackle Strong","Dime Normal 2 Deep Man Under",1,0,0,"1-10-LAX 48 (13:08) 22-Ernie Lindsay ran to LAX 49 for 1 yards. Tackle by 68-Hubert Morris.","#6 David Tavarez - QB","#22 Ernie Lindsay - RB",,,,"#88 Stephen Tye - TE","#30 Herman Stevens - FB","#19 Gordon Auyeung - WR",,"#28 Patrick Peavey - RB",,,"#70 Andrew Pinder - LT","#69 Warren Whittaker - RG","#74 Eduardo Kappel - C","#68 Eddie Flannagan - RG","#65 Lamont Weller - RT",,"#68 Hubert Morris - LDE",,"#51 Milton Winfield - DT","#94 Sylvester Martin - RDE","#91 Eugene Ford - RDE",,"#95 Raymond Joyner - MLB",,,"#44 Edward Young - CB","#41 Samuel Clark - CB","#39 Stephen Bennett - FS","#47 Brian Campanelli - SS",,"#24 Andrew Bolden - CB","#27 Frank Zuniga - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAX,12:34,"LAX 49",1,2,9,"Strong I Big TE Post","Dime Normal 2 Deep Man Under",20,0,0,"2-9-LAX 49 (12:33) 6-David Tavarez pass complete to 29-Ronnie Nix to BOS 31 for 20 yards. 29-Ronnie Nix breaks down the CB. BOS 68-Hubert Morris was injured on the play. He looks like he should be able to return.","#6 David Tavarez - QB","#29 Ronnie Nix - RB",,,"#26 Bernard Christofferse - RB","#88 Stephen Tye - TE","#30 Herman Stevens - FB","#19 Gordon Auyeung - WR",,,,,"#70 Andrew Pinder - LT","#69 Warren Whittaker - RG","#74 Eduardo Kappel - C","#68 Eddie Flannagan - RG","#65 Lamont Weller - RT",,"#68 Hubert Morris - LDE",,"#51 Milton Winfield - DT","#94 Sylvester Martin - RDE","#91 Eugene Ford - RDE",,"#95 Raymond Joyner - MLB",,,"#44 Edward Young - CB","#41 Samuel Clark - CB","#27 Frank Zuniga - FS","#47 Brian Campanelli - SS",,"#24 Andrew Bolden - CB","#39 Stephen Bennett - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAX,11:47,"BOS 31",1,1,10,"I Formation Power Play Action HB Downfield","Dime Normal Man Cover 1",,0,0,"1-10-BOS 31 (11:46) 6-David Tavarez pass Pass knocked down by 44-Edward Young. incomplete, intended for 13-Patrick Peavey.","#6 David Tavarez - QB","#22 Ernie Lindsay - RB",,"#26 Bernard Christofferse - RB","#30 Herman Stevens - FB","#88 Stephen Tye - TE",,"#28 Patrick Peavey - RB",,,,,"#70 Andrew Pinder - LT","#69 Warren Whittaker - RG","#74 Eduardo Kappel - C","#68 Eddie Flannagan - RG","#65 Lamont Weller - RT",,"#94 Sylvester Martin - RDE",,"#51 Milton Winfield - DT","#73 Barry Andrews - RDE","#91 Eugene Ford - RDE",,"#95 Raymond Joyner - MLB",,,"#44 Edward Young - CB","#47 Brian Campanelli - SS","#39 Stephen Bennett - FS","#24 Andrew Bolden - CB",,"#41 Samuel Clark - CB","#27 Frank Zuniga - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAX,11:42,"BOS 31",1,2,10,"Split Backs 3 Wide WR2 Deep Post","Dime Flat 2 Deep Man Under",,0,0,"2-10-BOS 31 (11:43) 6-David Tavarez pass incomplete, dropped by 18-John Miller.","#6 David Tavarez - QB","#22 Ernie Lindsay - RB",,,"#30 Herman Stevens - FB",,,"#19 Gordon Auyeung - WR","#18 John Miller - WR","#28 Patrick Peavey - RB",,,"#70 Andrew Pinder - LT","#69 Warren Whittaker - RG","#74 Eduardo Kappel - C","#68 Eddie Flannagan - RG","#65 Lamont Weller - RT",,"#94 Sylvester Martin - RDE",,"#51 Milton Winfield - DT","#73 Barry Andrews - RDE","#91 Eugene Ford - RDE",,"#95 Raymond Joyner - MLB",,,"#44 Edward Young - CB","#47 Brian Campanelli - SS","#39 Stephen Bennett - FS","#24 Andrew Bolden - CB",,"#41 Samuel Clark - CB","#27 Frank Zuniga - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAX,11:38,"BOS 31",1,3,10,"Strong I Big TE Post","Dime Normal 2 Deep Man Under",10,0,0,"3-10-BOS 31 (11:39) 6-David Tavarez pass complete to 64-Kevin Jones to BOS 21 for 10 yards. Tackle by 27-Frank Zuniga. Nice job by 64-Kevin Jones on that route to lose his coverage. PENALTY - Pass Interference (BOS 27-Frank Zuniga)","#6 David Tavarez - QB","#22 Ernie Lindsay - RB",,,"#26 Bernard Christofferse - RB","#88 Stephen Tye - TE","#64 Kevin Jones - C","#28 Patrick Peavey - RB",,,,,"#70 Andrew Pinder - LT","#69 Warren Whittaker - RG","#74 Eduardo Kappel - C","#68 Eddie Flannagan - RG","#65 Lamont Weller - RT",,"#94 Sylvester Martin - RDE",,"#51 Milton Winfield - DT","#73 Barry Andrews - RDE","#91 Eugene Ford - RDE",,"#95 Raymond Joyner - MLB",,,"#47 Brian Campanelli - SS","#24 Andrew Bolden - CB","#39 Stephen Bennett - FS","#27 Frank Zuniga - FS",,"#41 Samuel Clark - CB","#44 Edward Young - CB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
