HasBall,"Game Clock","Ball @",Quarter,Down,YTG,OffensivePlay,DefensivePlay,YardsGained,"Home Score","Away Score",Text,QB1,RB1,RB2,FB2,FB1,TE1,TE2,WR1,WR3,WR2,WR4,WR5,LT1,LG1,C1,RG1,RT1,P1,LDE1,LDE2,DT1,DT2,RDE1,SLB1,MLB1,MLB2,WLB1,CB1,CB2,CB4,CB3,CB5,SS1,FS1,FS2,"Kick Holder1","Long Snapper1","Kick Returner1","Punt Returner1",Gunner10,Gunner7,Gunner2,Gunner6,Gunner1,Gunner8,Gunner3,Gunner4,Gunner9,Gunner5,Kickoffs1,"Field Goal Kicker1","ST Blocker8","ST Blocker5","ST Blocker4","ST Blocker1","ST Blocker2","ST Blocker3","ST Blocker6","ST Blocker7","ST Rusher4","ST Rusher1","ST Rusher2","ST Rusher3","ST Rusher11","ST Rusher10","ST Rusher9","ST Rusher6","ST Rusher5","ST Rusher7","ST Rusher8"
,15:00,,1,2,10,,,,0,0,"BIR has won the toss and elected to receive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHR,15:00,"SHR 35",1,6,10,Kickoff,"Kick Return",,0,0,"(15:00) 16-Jeffrey Smith kicks 74 yards from SHR 35 to BIR -9. Touchback.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#23 Francis Schultz - RB",,"#71 Noel Wax - DT","#74 Irvin Xiong - RDE","#49 Robert Brown - SLB","#44 Lamont McCarthy - CB","#47 Michael Stagg - CB","#51 Kyle Huber - RT","#99 Frank Heflin - SLB","#59 Pete Alexander - LDE","#70 Jonathan Wilson - RDE","#64 Earl Gilson - DT","#16 Jeffrey Smith - K",,,,,,,,,,,,,,,,,,,,
BIR,15:00,"BIR 25",1,1,10,"Singleback Big Ins and Outs","4-3 Normal Cover 2 MLB Blitz",13,0,0,"1-10-BIR 25 (15:00) 12-Norman Maldonado pass complete to 84-Justin Bieber to BIR 38 for 13 yards. Tackle by 54-John Davis.","#12 Norman Maldonado - QB","#23 Francis Schultz - RB",,,,"#89 George Franklin - TE","#84 Justin Bieber - TE","#14 Thomas Buckley - WR",,"#87 Paul Butler - WR",,,"#68 Thomas May - RG","#67 Harold Brown - LG","#55 Cameron Tatro - C","#79 John Hernandez - RG","#65 Ernesto Vaccaro - LT",,"#73 Gary Johnson - RDE",,"#91 Leonard Perry - DT","#77 Emilio Parker - DT","#99 Jerry Gomez - RDE","#50 Peter Larson - SLB","#92 Nathaniel Elliott - MLB",,"#90 John Davis - FS","#45 William Clardy - CB","#48 Ernesto Rose - CB",,,,"#28 Jim Nordquist - SS","#22 William Nadel - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIR,14:21,"BIR 38",1,1,10,"I Formation Power PA Flats","Goal Line Attack #1",-7,0,0,"1-10-BIR 38 (14:20) 12-Norman Maldonado sacked at BIR 31 for -7 yards (92-Nathaniel Elliott). Sack allowed by 39-Scott Worthington.","#12 Norman Maldonado - QB","#23 Francis Schultz - RB",,"#41 Raymond Still - RB","#39 Scott Worthington - RB","#89 George Franklin - TE",,"#14 Thomas Buckley - WR",,,,,"#66 Johnny Green - RT","#68 Thomas May - RG","#55 Cameron Tatro - C","#79 John Hernandez - RG","#65 Ernesto Vaccaro - LT",,"#73 Gary Johnson - RDE","#55 Garth Algar  - LDE","#91 Leonard Perry - DT","#77 Emilio Parker - DT","#99 Jerry Gomez - RDE","#50 Peter Larson - SLB","#92 Nathaniel Elliott - MLB",,"#90 John Davis - FS","#45 William Clardy - CB","#48 Ernesto Rose - CB",,,,"#28 Jim Nordquist - SS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIR,13:42,"BIR 31",1,2,17,"Singleback Normal Post Corner","Dime Flat 2 Deep Man Under",-10,0,0,"2-17-BIR 31 (13:41) 12-Norman Maldonado sacked at BIR 21 for -10 yards (73-Gary Johnson). Sack allowed by 65-Ernesto Vaccaro. 65-Ernesto Vaccaro was completely beat on that play.","#12 Norman Maldonado - QB","#23 Francis Schultz - RB",,,,"#89 George Franklin - TE",,"#14 Thomas Buckley - WR","#40 Kenneth Porter - WR","#87 Paul Butler - WR",,,"#66 Johnny Green - RT","#68 Thomas May - RG","#55 Cameron Tatro - C","#79 John Hernandez - RG","#65 Ernesto Vaccaro - LT",,"#73 Gary Johnson - RDE",,"#91 Leonard Perry - DT","#77 Emilio Parker - DT","#99 Jerry Gomez - RDE",,"#92 Nathaniel Elliott - MLB",,,"#45 William Clardy - CB","#48 Ernesto Rose - CB","#37 Gary Rankins - CB","#27 Elijah Stephenson - CB",,"#28 Jim Nordquist - SS","#22 William Nadel - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIR,13:03,"BIR 21",1,3,27,"Singleback Normal HB Release Mid","Nickel Normal Shallow Zone Deep",,0,0,"3-27-BIR 21 (13:02) 12-Norman Maldonado pass Pass knocked down by 27-Elijah Stephenson. incomplete, intended for 40-Kenneth Porter. BIR 89-George Franklin was injured on the play. He looks like he should be able to return.","#12 Norman Maldonado - QB","#23 Francis Schultz - RB",,,,"#89 George Franklin - TE",,"#14 Thomas Buckley - WR","#40 Kenneth Porter - WR","#87 Paul Butler - WR",,,"#66 Johnny Green - RT","#68 Thomas May - RG","#55 Cameron Tatro - C","#79 John Hernandez - RG","#65 Ernesto Vaccaro - LT",,"#73 Gary Johnson - RDE",,"#91 Leonard Perry - DT","#77 Emilio Parker - DT","#99 Jerry Gomez - RDE",,"#92 Nathaniel Elliott - MLB",,"#90 John Davis - FS","#45 William Clardy - CB","#48 Ernesto Rose - CB",,"#27 Elijah Stephenson - CB",,"#28 Jim Nordquist - SS","#22 William Nadel - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIR,12:58,"BIR 21",1,4,27,Punt,"Punt Return",,0,0,"4-27-BIR 21 (12:59) 13-Raymond Clark punts 43 yards to SHR 36. Fair Catch by 20-John Gates.",,,,,,,,,,,,,,,,,,"#13 Raymond Clark - P",,,,,,,,,,,,,,,,,,,"#72 Bill Smith - RT",,"#20 John Gates - RB",,,"#42 Darryl Stein - FS","#51 Hector Ortiz - MLB","#45 William Clardy - CB",,"#73 Gary Johnson - RDE","#91 Leonard Perry - DT",,"#55 Garth Algar  - LDE",,,,"#72 Douglas Edwards - LG","#77 Donald Russell - LG","#68 Thomas May - RG","#67 Harold Brown - LG","#63 Kevin Amos - C","#65 Ernesto Vaccaro - LT",,"#58 Reno Raines - SLB","#75 George Sipe - C","#77 Emilio Parker - DT","#92 Nathaniel Elliott - MLB",,,,,,,
SHR,12:51,"SHR 36",1,1,10,"I Formation Power HB Dive Weak","Goal Line Attack #2",1,0,0,"1-10-SHR 36 (12:52) 44-Scott Randall ran to SHR 37 for 1 yards. Tackle by 99-Frank Heflin. SHR 44-Scott Randall was injured on the play. He looks like he should be able to return.","#7 Paul Marcum - QB","#44 Scott Randall - RB",,"#89 Abraham Ryles - FB","#32 David Shuman - FB","#81 Martin Young - TE",,"#85 Sidney Chavis - WR",,,,,"#79 Richard Scott - LT","#67 William Nelson - LG","#75 George Sipe - C","#69 Roger Fairbank - RG","#72 Rodney Moore - RT",,"#59 Pete Alexander - LDE","#56 Brian Harper - LDE","#64 Earl Gilson - DT","#98 Terrance Long - DT","#74 Irvin Xiong - RDE","#49 Robert Brown - SLB","#99 Frank Heflin - SLB",,"#70 Jonathan Wilson - RDE","#47 Michael Stagg - CB","#32 Andrew Gonzalez - CB",,,,"#24 Sidney Clay - CB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHR,12:09,"SHR 37",1,2,9,"Singleback Slot Strong HB Counter","Nickel Normal Man Zone",14,0,0,"2-9-SHR 37 (12:08) 20-John Gates ran to BIR 50 for 14 yards. Tackle by 24-Sidney Clay.","#7 Paul Marcum - QB","#20 John Gates - RB",,,,"#81 Martin Young - TE",,"#85 Sidney Chavis - WR","#84 Eric Bryant - WR","#10 Micheal Stott - WR",,,"#79 Richard Scott - LT","#67 William Nelson - LG","#75 George Sipe - C","#69 Roger Fairbank - RG","#72 Rodney Moore - RT",,"#59 Pete Alexander - LDE",,"#64 Earl Gilson - DT","#98 Terrance Long - DT","#74 Irvin Xiong - RDE",,"#99 Frank Heflin - SLB",,"#49 Robert Brown - SLB","#47 Michael Stagg - CB","#32 Andrew Gonzalez - CB",,"#36 Dennis Howell - SS",,"#24 Sidney Clay - CB","#44 Lamont McCarthy - CB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHR,11:28,"BIR 50",1,1,10,"I Formation Normal FL Hitch","4-3 Normal WLB Outside Blitz",3,0,0,"1-10-BIR 50 (11:27) 7-Paul Marcum pass complete to 83-Sidney Chavis to BIR 47 for 3 yards. Tackle by 47-Michael Stagg.","#7 Paul Marcum - QB","#20 John Gates - RB",,,"#32 David Shuman - FB","#81 Martin Young - TE",,"#85 Sidney Chavis - WR",,"#10 Micheal Stott - WR",,,"#79 Richard Scott - LT","#67 William Nelson - LG","#75 George Sipe - C","#69 Roger Fairbank - RG","#72 Rodney Moore - RT",,"#59 Pete Alexander - LDE",,"#64 Earl Gilson - DT","#98 Terrance Long - DT","#74 Irvin Xiong - RDE","#99 Frank Heflin - SLB","#49 Robert Brown - SLB",,"#70 Jonathan Wilson - RDE","#47 Michael Stagg - CB","#32 Andrew Gonzalez - CB",,,,"#36 Dennis Howell - SS","#24 Sidney Clay - CB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
