HasBall,"Game Clock","Ball @",Quarter,Down,YTG,OffensivePlay,DefensivePlay,YardsGained,"Home Score","Away Score",Text,QB1,RB1,RB2,FB2,FB1,TE1,TE2,WR1,WR3,WR2,WR4,WR5,LT1,LG1,C1,RG1,RT1,P1,LDE1,LDE2,DT1,DT2,RDE1,SLB1,MLB1,MLB2,WLB1,CB1,CB2,CB4,CB3,CB5,SS1,FS1,FS2,"Kick Holder1","Long Snapper1","Kick Returner1","Punt Returner1",Gunner10,Gunner7,Gunner2,Gunner6,Gunner1,Gunner8,Gunner3,Gunner4,Gunner9,Gunner5,Kickoffs1,"Field Goal Kicker1","ST Blocker8","ST Blocker5","ST Blocker4","ST Blocker1","ST Blocker2","ST Blocker3","ST Blocker6","ST Blocker7","ST Rusher4","ST Rusher1","ST Rusher2","ST Rusher3","ST Rusher11","ST Rusher10","ST Rusher9","ST Rusher6","ST Rusher5","ST Rusher7","ST Rusher8"
,15:00,,1,4,5,,,,0,0,"ORL has won the toss and elected to receive.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAM,15:00,"TAM 35",1,6,10,Kickoff,"Kick Return",,0,0,"(15:00) 7-Samuel Oakes kicks 74 yards from TAM 35 to ORL -9. Touchback.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#32 Anthony Milan - RB",,"#33 Lyle Opitz - RB","#57 Alton Miller - SLB","#26 Horacio Stephens - FS","#95 Aron Vermillion - LDE","#38 Jose Kelly - SS","#93 Joseph Ramirez - RDE","#50 Cornelius Prather - MLB","#35 Joshua Kimble - FS","#54 Ronald Gross - LDE","#29 William Kimble - CB","#7 Samuel Oakes - K",,,,,,,,,,,,,,,,,,,,
ORL,15:00,"ORL 25",1,1,10,"I Formation Normal PA Fullback Flat","Nickel Normal Man Cover 2",3,0,0,"1-10-ORL 25 (15:00) 16-Damien Oleary pass complete to 43-George Hogue to ORL 28 for 3 yards. Tackle by 2-Harry High.","#16 Damien Oleary - QB","#33 Lyle Opitz - RB",,,"#43 George Hogue - FB","#81 Rufus Williams - TE",,"#85 John Jones - WR",,"#86 Brian Henson - WR",,,"#61 John Nelson - LT","#75 Carey Adams - LG","#74 Milton Pearce - C","#69 Darin Wolf - RG","#64 Rufus Ellis - RT",,"#66 Michael Kyle - RDE",,"#96 Earl McKean - DT","#72 George Shoemaker - DT","#75 David Hernadez - RDE",,"#58 Chester Janik - WLB",,"#51 Charles Harper - MLB","#2 Harry High - CB","#31 Daniel Davis - CB",,"#24 Marvin Guillen - CB",,"#22 Scott Camara - SS","#21 Paul Owens - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,14:15,"ORL 28",1,2,7,"Weak I Normal HB Inside Weak","4-3 Under Double LB Blitz",,0,0,"2-7-ORL 28 (14:14) 33-Lyle Opitz ran to ORL 28 for a short gain. Tackle by 51-Charles Harper.","#16 Damien Oleary - QB","#33 Lyle Opitz - RB",,,"#43 George Hogue - FB","#81 Rufus Williams - TE",,"#85 John Jones - WR",,"#86 Brian Henson - WR",,,"#61 John Nelson - LT","#75 Carey Adams - LG","#74 Milton Pearce - C","#69 Darin Wolf - RG","#64 Rufus Ellis - RT",,"#66 Michael Kyle - RDE",,"#96 Earl McKean - DT","#72 George Shoemaker - DT","#75 David Hernadez - RDE","#54 David Stanford - MLB","#58 Chester Janik - WLB",,"#51 Charles Harper - MLB","#2 Harry High - CB","#31 Daniel Davis - CB",,,,"#22 Scott Camara - SS","#21 Paul Owens - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,13:36,"ORL 28",1,3,7,"Singleback Normal TE Quick Out","Nickel Normal Cover 2",13,0,0,"3-7-ORL 28 (13:35) 16-Damien Oleary pass complete to 81-Rufus Williams to ORL 41 for 13 yards. Tackle by 51-Charles Harper.","#16 Damien Oleary - QB","#33 Lyle Opitz - RB",,,,"#81 Rufus Williams - TE",,"#85 John Jones - WR","#11 Jason Amen - WR","#86 Brian Henson - WR",,,"#61 John Nelson - LT","#75 Carey Adams - LG","#74 Milton Pearce - C","#69 Darin Wolf - RG","#64 Rufus Ellis - RT",,"#66 Michael Kyle - RDE",,"#96 Earl McKean - DT","#72 George Shoemaker - DT","#75 David Hernadez - RDE",,"#58 Chester Janik - WLB",,"#51 Charles Harper - MLB","#2 Harry High - CB","#31 Daniel Davis - CB",,"#24 Marvin Guillen - CB",,"#22 Scott Camara - SS","#21 Paul Owens - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,12:59,"ORL 41",1,1,10,"Strong I Normal WR Post TE Out","Dime Normal 2 Deep Man Under",,0,0,"1-10-ORL 41 (12:58) 16-Damien Oleary pass incomplete, dropped by 85-John Jones.","#16 Damien Oleary - QB","#32 Anthony Milan - RB",,,"#43 George Hogue - FB","#83 Arthur Reader - TE",,"#85 John Jones - WR",,"#86 Brian Henson - WR",,,"#61 John Nelson - LT","#75 Carey Adams - LG","#53 William McClellan - C","#69 Darin Wolf - RG","#64 Rufus Ellis - RT",,"#66 Michael Kyle - RDE",,"#96 Earl McKean - DT","#72 George Shoemaker - DT","#75 David Hernadez - RDE",,"#58 Chester Janik - WLB",,,"#2 Harry High - CB","#31 Daniel Davis - CB","#49 Richard Retherford - CB","#24 Marvin Guillen - CB",,"#22 Scott Camara - SS","#21 Paul Owens - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,12:54,"ORL 41",1,2,10,"Shotgun 2 RB 3 WR Shotgun Dive","Nickel 3-3-5 Cover 2 Man Under",4,0,0,"2-10-ORL 41 (12:55) 33-Lyle Opitz ran to ORL 45 for 4 yards. Tackle by 96-Earl McKean.","#16 Damien Oleary - QB","#33 Lyle Opitz - RB","#32 Anthony Milan - RB",,,,,"#85 John Jones - WR","#11 Jason Amen - WR","#86 Brian Henson - WR",,,"#61 John Nelson - LT","#75 Carey Adams - LG","#74 Milton Pearce - C","#69 Darin Wolf - RG","#64 Rufus Ellis - RT",,"#66 Michael Kyle - RDE",,"#96 Earl McKean - DT",,"#75 David Hernadez - RDE","#54 David Stanford - MLB","#58 Chester Janik - WLB",,"#51 Charles Harper - MLB","#2 Harry High - CB","#31 Daniel Davis - CB",,"#24 Marvin Guillen - CB",,"#22 Scott Camara - SS","#21 Paul Owens - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,12:17,"ORL 45",1,3,6,"Weak I Normal WR Corner TE Middle","4-3 Under Zone Blitz",11,0,0,"3-6-ORL 45 (12:16) 16-Damien Oleary pass complete to 81-Rufus Williams to TAM 44 for 11 yards. Tackle by 96-Earl McKean.","#16 Damien Oleary - QB","#33 Lyle Opitz - RB",,,"#43 George Hogue - FB","#81 Rufus Williams - TE",,"#85 John Jones - WR",,"#86 Brian Henson - WR",,,"#61 John Nelson - LT","#75 Carey Adams - LG","#74 Milton Pearce - C","#69 Darin Wolf - RG","#64 Rufus Ellis - RT",,"#66 Michael Kyle - RDE",,"#96 Earl McKean - DT","#72 George Shoemaker - DT","#75 David Hernadez - RDE","#54 David Stanford - MLB","#58 Chester Janik - WLB",,"#51 Charles Harper - MLB","#2 Harry High - CB","#31 Daniel Davis - CB",,,,"#22 Scott Camara - SS","#21 Paul Owens - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,11:39,"TAM 44",1,1,10,"Weak I Normal WR Corner TE Middle","Dime Normal Cover 2",20,0,0,"1-10-TAM 44 (11:38) 16-Damien Oleary pass complete to 33-Lyle Opitz to TAM 24 for 20 yards.","#16 Damien Oleary - QB","#33 Lyle Opitz - RB",,,"#43 George Hogue - FB","#81 Rufus Williams - TE",,"#86 Brian Henson - WR",,"#11 Jason Amen - WR",,,"#61 John Nelson - LT","#75 Carey Adams - LG","#74 Milton Pearce - C","#69 Darin Wolf - RG","#64 Rufus Ellis - RT",,"#66 Michael Kyle - RDE",,"#96 Earl McKean - DT","#72 George Shoemaker - DT","#75 David Hernadez - RDE",,"#58 Chester Janik - WLB",,,"#2 Harry High - CB","#24 Marvin Guillen - CB","#1 Jim Catt - CB","#49 Richard Retherford - CB",,"#31 Daniel Davis - CB","#21 Paul Owens - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORL,10:57,"TAM 24",1,1,10,"I Formation Normal Curl & Post","Nickel Normal Double WR3",,0,0,"1-10-TAM 24 (10:56) 16-Damien Oleary pass Pass knocked down by 40-Adrian Koval. incomplete, intended for 83-Arthur Reader. PENALTY - Pass Interference (TAM 40-Adrian Koval)","#16 Damien Oleary - QB","#32 Anthony Milan - RB",,,"#43 George Hogue - FB","#83 Arthur Reader - TE",,"#85 John Jones - WR",,"#11 Jason Amen - WR",,,"#61 John Nelson - LT","#55 Claude Foote - LG","#74 Milton Pearce - C","#77 Arthur Johnson - RG","#64 Rufus Ellis - RT",,"#66 Michael Kyle - RDE",,"#96 Earl McKean - DT","#72 George Shoemaker - DT","#75 David Hernadez - RDE",,"#58 Chester Janik - WLB",,"#51 Charles Harper - MLB","#2 Harry High - CB","#24 Marvin Guillen - CB",,"#49 Richard Retherford - CB",,"#22 Scott Camara - SS","#40 Adrian Koval - SS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
