Season,Type,Week,Away Team,A Score,Home Team,H Score,Game ID,Captured,Force Refresh,Win,AT,,,,,,,,,
2011,Regular,1,Hornets,3,Bulls,17,11858,0,0,H,Timbers,,,,,,,,,
2011,Regular,1,Blazers,6,Wheels,20,11859,0,0,H,FightingDeLucias,,,,,,,,,
2011,Regular,1,Maulers,14,Renegades,16,11860,0,0,A,Mellotrons,,,,,,,,,
2011,Regular,1,Stars,23,Wranglers,6,11861,0,0,H,Ravens,,,,,,,,,
2011,Regular,1,Panthers,13,Gamblers,27,11862,0,0,H,Chips,,,,,,,,,
2011,Regular,1,SaberCats,39,Showboats,50,11863,0,0,A,Hammers,,,,,,,,,
2011,Regular,1,Invaders,0,Storm,19,11864,0,0,A,Rampage,,,,,,,,,
2011,Regular,1,Federals,10,VooDoo,42,11865,0,0,H,Autobots,,,,,,,,,
2011,Regular,1,Breakers,0,Steamer,17,11866,0,0,H,Crusaders,,,,,,,,,
2011,Regular,1,(NY)Stars,7,Outlaws,20,11867,0,0,A,Heisenbergs,,,,,,,,,
2011,Regular,1,Bell,22,Generals,0,11868,0,0,H,BlackSharks,,,,,,,,,
2011,Regular,1,Sun,7,Gunslingers,44,11869,0,0,H,Corsairs,,,,,,,,,
2011,Regular,1,Thunderbolts,3,Gold,20,11870,0,0,A,Lancers,,,,,,,,,
2011,Regular,1,Blitz,6,Hawaiians,34,11871,0,0,H,Muskies,,,,,,,,,
2011,Regular,1,Stallions,9,Express,26,11872,0,0,A,Storm,,,,,,,,,
2011,Regular,1,Force,7,Bandits,17,11873,0,0,H,Virgins,,,,,,,,,
2011,Regular,2,Bulls,37,Bandits,20,11874,0,0,H,Quicksilver,,,,,,,,,
2011,Regular,2,Wranglers,3,Panthers,33,11875,0,0,H,CutThroat’s,,,,,,,,,
2011,Regular,2,Federals,53,Stars,6,11876,0,0,H,FoghornLeghorns,,,,,,,,,
2011,Regular,2,Showboats,10,Gamblers,23,11877,0,0,A,Ravens,,,,,,,,,
2011,Regular,2,Force,3,VooDoo,18,11878,0,0,A,Hammers,,,,,,,,,
2011,Regular,2,Express,6,Hawaiians,20,11879,0,0,H,UkraineUnited,,,,,,,,,
2011,Regular,2,Invaders,18,SaberCats,14,11880,0,0,A,Rampage,,,,,,,,,
2011,Regular,2,Blazers,3,Hornets,9,11881,0,0,H,Crusaders,,,,,,,,,
2011,Regular,2,Blitz,20,Thunderbolts,16,11882,0,0,A,Mallards,,,,,,,,,
2011,Regular,2,Gold,7,Sun,27,11883,0,0,A,Thunderbolts,,,,,,,,,
2011,Regular,2,Renegades,22,Wheels,0,11884,0,0,H,Corsairs,,,,,,,,,
2011,Regular,2,Maulers,7,Storm,28,11885,0,0,H,Stars,,,,,,,,,
2011,Regular,2,Steamer,19,Stallions,13,11886,0,0,A,Treasure,,,,,,,,,
2011,Regular,2,Breakers,0,(NY)Stars,20,11887,0,0,H,Muskies,,,,,,,,,
2011,Regular,2,Generals,6,Gunslingers,24,11888,0,0,H,Storm,,,,,,,,,
2011,Regular,2,Bell,16,Outlaws,7,11889,0,0,A,Timbers,,,,,,,,,
2011,Regular,3,Stallions,13,(NY)Stars,6,11890,0,0,H,Bullfrogs,,,,,,,,,
2011,Regular,3,Hawaiians,14,Storm,27,11891,0,0,A,Treasure,,,,,,,,,
2011,Regular,3,Force,6,Generals,25,11892,0,0,H,BlackSharks,,,,,,,,,
2011,Regular,3,Steamer,21,Stars,2,11893,0,0,A,Crusaders,,,,,,,,,
2011,Regular,3,Express,13,VooDoo,51,11894,0,0,A,Virgins,,,,,,,,,
2011,Regular,3,Blazers,9,Federals,62,11895,0,0,A,Corsairs,,,,,,,,,
2011,Regular,3,Panthers,7,Renegades,16,11896,0,0,A,Romans,,,,,,,,,
2011,Regular,3,SaberCats,6,Gunslingers,13,11897,0,0,H,Thunderbolts,,,,,,,,,
2011,Regular,3,Blitz,20,Bandits,17,11898,0,0,A,Cheesesteaks,,,,,,,,,
2011,Regular,3,Bulls,10,Maulers,31,11899,0,0,H,Bakers,,,,,,,,,
2011,Regular,3,Hornets,13,Gold,7,11900,0,0,A,Hammers,,,,,,,,,
2011,Regular,3,Wranglers,10,Invaders,13,11901,0,0,A,Rattlesnakes,,,,,,,,,
2011,Regular,3,Thunderbolts,13,Wheels,19,11902,0,0,H,UkraineUnited,,,,,,,,,
2011,Regular,3,Outlaws,27,Sun,12,11903,0,0,H,Monarchs,,,,,,,,,
2011,Regular,3,Breakers,17,Showboats,23,11904,0,0,H,CutThroat’s,,,,,,,,,
2011,Regular,3,Bell,7,Gamblers,27,11905,0,0,A,Quicksilver,,,,,,,,,
2011,Regular,4,Federals,31,Bulls,22,11906,0,0,A,UkraineUnited,,,,,,,,,
2011,Regular,4,Bandits,15,Panthers,14,11907,0,0,H,Storm,,,,,,,,,
2011,Regular,4,Gold,10,Stars,19,11908,0,0,H,Rampage,,,,,,,,,
2011,Regular,4,Thunderbolts,3,Invaders,25,11909,0,0,H,Chips,,,,,,,,,
2011,Regular,4,Renegades,22,Blazers,31,11910,0,0,H,Ravens,,,,,,,,,
2011,Regular,4,Wheels,3,Storm,15,11911,0,0,A,Lancers,,,,,,,,,
2011,Regular,4,Maulers,21,Hornets,3,11912,0,0,A,Rattlesnakes,,,,,,,,,
2011,Regular,4,Blitz,3,Wranglers,33,11913,0,0,A,Rancors,,,,,,,,,
2011,Regular,4,Express,3,Outlaws,31,11914,0,0,H,Thunderbolts,,,,,,,,,
2011,Regular,4,Generals,31,Showboats,37,11915,0,0,H,Romans,,,,,,,,,
2011,Regular,4,(NY)Stars,14,Force,9,11916,0,0,H,Treasure,,,,,,,,,
2011,Regular,4,Bell,34,Breakers,23,11917,0,0,H,Stars,,,,,,,,,
2011,Regular,4,VooDoo,20,Sun,17,11918,0,0,H,Corsairs,,,,,,,,,
2011,Regular,4,Stallions,7,Steamer,3,11919,0,0,A,Mellotrons,,,,,,,,,
2011,Regular,4,SaberCats,8,Hawaiians,28,11920,0,0,H,FarEast,,,,,,,,,
2011,Regular,4,Gamblers,0,Gunslingers,16,11921,0,0,H,CutThroat’s,,,,,,,,,
2011,Regular,5,Bandits,6,Stars,0,11922,0,0,A,Rancors,,,,,,,,,
2011,Regular,5,Renegades,6,Federals,28,11923,0,0,H,FoghornLeghorns,,,,,,,,,
2011,Regular,5,Thunderbolts,0,Panthers,48,11924,0,0,H,Mellotrons,,,,,,,,,
2011,Regular,5,Gamblers,10,Showboats,23,11925,0,0,H,BlackSharks,,,,,,,,,
2011,Regular,5,SaberCats,44,Steamer,20,11926,0,0,H,Stars,,,,,,,,,
2011,Regular,5,Force,14,Stallions,32,11927,0,0,H,FarEast,,,,,,,,,
2011,Regular,5,Hawaiians,13,VooDoo,35,11928,0,0,H,Treasure,,,,,,,,,
2011,Regular,5,Sun,20,Express,6,11929,0,0,A,Bullfrogs,,,,,,,,,
2011,Regular,5,Wheels,20,Wranglers,13,11930,0,0,H,Cheesesteaks,,,,,,,,,
2011,Regular,5,Gold,20,Blitz,14,11931,0,0,H,Autobots,,,,,,,,,
2011,Regular,5,Invaders,14,Maulers,14,11932,0,0,H,Timbers,,,,,,,,,
2011,Regular,5,Storm,36,Hornets,0,11933,0,0,H,Monarchs,,,,,,,,,
2011,Regular,5,Blazers,16,Bulls,38,11934,0,0,H,Bakers,,,,,,,,,
2011,Regular,5,Outlaws,30,Breakers,3,11935,0,0,A,CutThroat’s,,,,,,,,,
2011,Regular,5,(NY)Stars,27,Generals,19,11936,0,0,A,Rattlesnakes,,,,,,,,,
2011,Regular,5,Gunslingers,20,Bell,2,11937,0,0,A,Heisenbergs,,,,,,,,,
2011,Regular,6,VooDoo,17,Force,12,11938,0,0,H,Chips,,,,,,,,,
2011,Regular,6,Panthers,24,Blitz,20,11939,0,0,H,Corsairs,,,,,,,,,
