Season,Type,Week,Away Team,A Score,Home Team,H Score,Game ID,Captured,Force Refresh,Win,AT,,,,,,,,,
2001,Regular,1,SanFrancisco49ers,13,TampaBayBuccaneers,23,10308,0,0,H,Timbers,,,,,,,,,
2001,Regular,1,GreenBayPackers,10,CarolinaPanthers,8,10309,0,0,H,FightingDeLucias,,,,,,,,,
2001,Regular,1,WashingtonRedskins,13,NewYorkGiants,15,10310,0,0,A,Mellotrons,,,,,,,,,
2001,Regular,1,PhiladelphiaEagles,17,BuffaloBills,0,10311,0,0,H,Ravens,,,,,,,,,
2001,Regular,1,NewYorkJets,20,NewEnglandPatriots,28,10312,0,0,H,Chips,,,,,,,,,
2001,Regular,1,SanDiegoChargers,28,DenverBroncos,25,10313,0,0,A,Hammers,,,,,,,,,
2001,Regular,1,AtlantaFalcons,10,KansasCityChiefs,6,10314,0,0,A,Rampage,,,,,,,,,
2001,Regular,1,TennesseeTitans,3,MiamiDolphins,20,10315,0,0,H,Autobots,,,,,,,,,
2001,Regular,1,HoustonTexans,3,ClevelandBrowns,20,10316,0,0,H,Crusaders,,,,,,,,,
2001,Regular,1,IndianapolisColts,2,JacksonvilleJaguars,19,10317,0,0,A,Heisenbergs,,,,,,,,,
2001,Regular,1,DetroitLions,13,ChicagoBears,7,10318,0,0,H,BlackSharks,,,,,,,,,
2001,Regular,1,DallasCowboys,10,MinnesotaVikings,6,10319,0,0,H,Corsairs,,,,,,,,,
2001,Regular,1,SeattleSeahawks,20,LosAngelesRams,13,10320,0,0,A,Lancers,,,,,,,,,
2001,Regular,1,Saints,17,ArizonaCardinals,14,10321,0,0,H,Muskies,,,,,,,,,
2001,Regular,1,OaklandRaiders,17,BaltimoreRavens,0,10322,0,0,A,Storm,,,,,,,,,
2001,Regular,1,CincinnatiBengals,3,PittsburghSteelers,30,10323,0,0,H,Virgins,,,,,,,,,
2001,Regular,2,TampaBayBuccaneers,7,Saints,23,10324,0,0,H,Quicksilver,,,,,,,,,
2001,Regular,2,WashingtonRedskins,33,NewEnglandPatriots,24,10325,0,0,H,CutThroat’s,,,,,,,,,
2001,Regular,2,DetroitLions,0,PhiladelphiaEagles,27,10326,0,0,H,FoghornLeghorns,,,,,,,,,
2001,Regular,2,SanDiegoChargers,37,BuffaloBills,0,10327,0,0,A,Ravens,,,,,,,,,
2001,Regular,2,OaklandRaiders,0,DenverBroncos,30,10328,0,0,A,Hammers,,,,,,,,,
2001,Regular,2,CarolinaPanthers,26,AtlantaFalcons,0,10329,0,0,H,UkraineUnited,,,,,,,,,
2001,Regular,2,KansasCityChiefs,13,NewYorkJets,9,10330,0,0,A,Rampage,,,,,,,,,
2001,Regular,2,DallasCowboys,7,MiamiDolphins,39,10331,0,0,H,Crusaders,,,,,,,,,
2001,Regular,2,ChicagoBears,0,HoustonTexans,15,10332,0,0,A,Mallards,,,,,,,,,
2001,Regular,2,TennesseeTitans,30,CincinnatiBengals,3,10333,0,0,A,Thunderbolts,,,,,,,,,
2001,Regular,2,ClevelandBrowns,19,BaltimoreRavens,9,10334,0,0,H,Corsairs,,,,,,,,,
2001,Regular,2,NewYorkGiants,17,LosAngelesRams,6,10335,0,0,H,Stars,,,,,,,,,
2001,Regular,2,SeattleSeahawks,7,ArizonaCardinals,19,10336,0,0,A,Treasure,,,,,,,,,
2001,Regular,2,SanFrancisco49ers,6,PittsburghSteelers,31,10337,0,0,H,Muskies,,,,,,,,,
2001,Regular,2,GreenBayPackers,44,IndianapolisColts,10,10338,0,0,H,Storm,,,,,,,,,
2001,Regular,2,JacksonvilleJaguars,16,MinnesotaVikings,3,10339,0,0,A,Timbers,,,,,,,,,
2001,Regular,3,DenverBroncos,17,TampaBayBuccaneers,3,10340,0,0,H,Bullfrogs,,,,,,,,,
2001,Regular,3,CarolinaPanthers,16,ChicagoBears,10,10341,0,0,A,Treasure,,,,,,,,,
2001,Regular,3,NewYorkJets,10,HoustonTexans,23,10342,0,0,H,BlackSharks,,,,,,,,,
2001,Regular,3,MiamiDolphins,28,KansasCityChiefs,0,10343,0,0,A,Crusaders,,,,,,,,,
2001,Regular,3,NewEnglandPatriots,0,SanDiegoChargers,17,10344,0,0,A,Virgins,,,,,,,,,
2001,Regular,3,BuffaloBills,13,DallasCowboys,16,10345,0,0,A,Corsairs,,,,,,,,,
2001,Regular,3,Saints,20,OaklandRaiders,3,10346,0,0,A,Romans,,,,,,,,,
2001,Regular,3,WashingtonRedskins,6,PhiladelphiaEagles,23,10347,0,0,H,Thunderbolts,,,,,,,,,
2001,Regular,3,DetroitLions,20,AtlantaFalcons,6,10348,0,0,A,Cheesesteaks,,,,,,,,,
2001,Regular,3,BaltimoreRavens,0,CincinnatiBengals,80,10349,0,0,H,Bakers,,,,,,,,,
2001,Regular,3,ClevelandBrowns,26,LosAngelesRams,3,10350,0,0,A,Hammers,,,,,,,,,
2001,Regular,3,SeattleSeahawks,14,NewYorkGiants,19,10351,0,0,A,Rattlesnakes,,,,,,,,,
