Season,Type,Week,Away Team,A Score,Home Team,H Score,Game ID,Captured,Force Refresh,Win,AT,,,,,,,,,
2043,Regular,1,FoghornLeghorns,10,Bullfrogs,29,7558,0,0,A,Mud,,,,,,,,,
2043,Regular,1,Mallards,12,Heisenbergs,6,7559,0,0,H,Stars,,,,,,,,,
2043,Regular,1,Rampage,24,Autobots,6,7560,0,0,A,FoghornLeghorns,,,,,,,,,
2043,Regular,1,Rattlesnakes,7,Virgins,6,7561,0,0,H,Bullfrogs,,,,,,,,,
2043,Regular,1,FarEast,6,Thunderbolts,0,7562,0,0,H,Muskies,,,,,,,,,
2043,Regular,1,Bakers,3,Chips,22,7563,0,0,H,DustDevils,,,,,,,,,
2043,Regular,1,Crusaders,10,Treasure,27,7564,0,0,H,Storm,,,,,,,,,
2043,Regular,1,Rancors,23,Timbers,14,7565,0,0,A,Hammers,,,,,,,,,
2043,Regular,1,BlackSharks,0,Monarchs,58,7566,0,0,A,FarEast,,,,,,,,,
2043,Regular,1,Muskies,0,Blizzard,27,7567,0,0,H,Bakers,,,,,,,,,
2043,Regular,1,Hammers,15,Ravens,17,7568,0,0,A,Treasure,,,,,,,,,
2043,Regular,1,Mellotrons,34,CutThroat’s,0,7569,0,0,A,Monarchs,,,,,,,,,
2043,Regular,1,Quicksilver,0,FightingDeLucias,23,7570,0,0,H,Mallards,,,,,,,,,
2043,Regular,1,UkraineUnited,16,Storm,18,7571,0,0,A,Crusaders,,,,,,,,,
2043,Regular,1,Stars,24,Romans,0,7572,0,0,T,Butcherz,,,,,,,,,
2043,Regular,1,Corsairs,3,Lancers,40,7573,0,0,H,Autobots,,,,,,,,,
2043,Regular,2,Virgins,10,Timbers,17,7574,0,0,H,FoghornLeghorns,,,,,,,,,
2043,Regular,2,Ravens,3,Rattlesnakes,24,7575,0,0,H,Storm,,,,,,,,,
2043,Regular,2,Storm,0,Hammers,36,7576,0,0,A,Mallards,,,,,,,,,
2043,Regular,2,Rampage,33,Thunderbolts,13,7577,0,0,H,Corsairs,,,,,,,,,
2043,Regular,2,Bakers,3,Autobots,21,7578,0,0,H,Bakers,,,,,,,,,
2043,Regular,2,Blizzard,7,FightingDeLucias,45,7579,0,0,H,Shamrocks,,,,,,,,,
2043,Regular,2,Bullfrogs,19,Quicksilver,30,7580,0,0,H,Monarchs,,,,,,,,,
2043,Regular,2,UkraineUnited,14,FoghornLeghorns,33,7581,0,0,H,CutThroats,,,,,,,,,
2043,Regular,2,Stars,13,Heisenbergs,16,7582,0,0,H,Muskies,,,,,,,,,
2043,Regular,2,Mellotrons,24,Lancers,6,7583,0,0,H,Chips,,,,,,,,,
2043,Regular,2,Corsairs,0,Mallards,31,7584,0,0,A,DustDevils,,,,,,,,,
