HasBall,"Game Clock","Ball @",Quarter,Down,YTG,OffensivePlay,DefensivePlay,YardsGained,"Home Score","Away Score",Text,QB1,RB1,RB2,FB2,FB1,TE1,TE2,WR1,WR3,WR2,WR4,WR5,LT1,LG1,C1,RG1,RT1,P1,LDE1,LDE2,DT1,DT2,RDE1,SLB1,MLB1,MLB2,WLB1,CB1,CB2,CB4,CB3,CB5,SS1,FS1,FS2,"Kick Holder1","Long Snapper1","Kick Returner1","Punt Returner1",Gunner10,Gunner7,Gunner2,Gunner6,Gunner1,Gunner8,Gunner3,Gunner4,Gunner9,Gunner5,Kickoffs1,"Field Goal Kicker1","ST Blocker8","ST Blocker5","ST Blocker4","ST Blocker1","ST Blocker2","ST Blocker3","ST Blocker6","ST Blocker7","ST Rusher4","ST Rusher1","ST Rusher2","ST Rusher3","ST Rusher11","ST Rusher10","ST Rusher9","ST Rusher6","ST Rusher5","ST Rusher7","ST Rusher8"
,15:00,,1,4,10,,,,0,0,"CWS has won the toss and elected to defer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWS,15:00,"CWS 35",1,6,10,Kickoff,"Kick Return",,0,0,"(15:00) 3-Arturo Propp kicks 75 yards from CWS 35 to SUU -10. Touchback.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#42 David Garcia - RB",,"#29 Dennis Carnahan - CB","#27 Scott Morrison - CB","#14 Russell Woods - CB","#96 Daryl Fitzgerald - DT","#45 Christopher Chapman - CB","#3 Curtis Gaskins - CB","#26 Joseph Johnson - CB","#57 Darnell Farris - WLB","#30 John Winchester - CB","#39 Michael Phillips - FS","#3 Arturo Propp - K",,,,,,,,,,,,,,,,,,,,
SUU,15:00,"SUU 25",1,1,10,"Strong I Big HB Toss Weak","Goal Line Attack #2",3,0,0,"1-10-SUU 25 (15:00) 46-Kenneth Knight ran to SUU 28 for 3 yards. Tackle by 95-Ed Cox.","#1 Kenneth Kulas - QB","#88 Kenneth Knight - WR",,,"#42 David Garcia - RB","#46 Chris Wilson - TE","#83 Richard Auguste - TE","#82 Jermaine Novak - WR",,,,,"#76 Raymond Alvarado - LT","#64 Jeff Moeller - LG","#53 Adam Pascual - C","#44 Arthur Jones - FB","#79 Marcus King - RT",,"#91 David Turner - LDE","#99 Edgar Langley - LDE","#73 James Brown - DT","#70 James Sloan - DT","#69 Michael Fowles - RDE","#93 Robert Price - SLB","#95 Ed Cox - MLB",,"#67 William Mitchell - RDE","#37 Thomas Schutte - CB","#24 James Cross - CB",,,,"#47 Orlando Brown - SS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUU,14:24,"SUU 28",1,2,7,"I Formation Normal PA Fullback Flat","4-3 Normal WLB Outside Blitz",4,0,0,"2-7-SUU 28 (14:23) 1-Kenneth Kulas pass complete to 42-David Garcia to SUU 32 for 4 yards. Tackle by 95-Ed Cox.","#1 Kenneth Kulas - QB","#88 Kenneth Knight - WR",,,"#42 David Garcia - RB","#46 Chris Wilson - TE",,"#82 Jermaine Novak - WR",,"#41 Thomas Miller - WR",,,"#76 Raymond Alvarado - LT","#64 Jeff Moeller - LG","#53 Adam Pascual - C","#79 Marcus King - RT","#50 Isaac Lemoine - RT",,"#91 David Turner - LDE",,"#73 James Brown - DT","#70 James Sloan - DT","#69 Michael Fowles - RDE","#93 Robert Price - SLB","#95 Ed Cox - MLB",,"#98 Bert Adams - WLB","#24 James Cross - CB","#37 Thomas Schutte - CB",,,,"#47 Orlando Brown - SS","#40 Warren Coronado - FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUU,13:44,"SUU 32",1,3,3,"I Formation Power Play Action Bomb","Goal Line Attack #1",,0,0,"3-3-SUU 32 (13:43) 1-Kenneth Kulas pass Pass knocked down by 47-Orlando Brown. incomplete, intended for 46-Kenneth Knight.","#1 Kenneth Kulas - QB","#88 Kenneth Knight - WR",,"#44 Arthur Jones - FB","#42 David Garcia - RB","#46 Chris Wilson - TE",,"#82 Jermaine Novak - WR",,,,,"#76 Raymond Alvarado - LT","#64 Jeff Moeller - LG","#53 Adam Pascual - C","#79 Marcus King - RT","#50 Isaac Lemoine - RT",,"#91 David Turner - LDE","#99 Edgar Langley - LDE","#73 James Brown - DT","#70 James Sloan - DT","#69 Michael Fowles - RDE","#93 Robert Price - SLB","#96 Robert Berry - MLB",,"#67 William Mitchell - RDE","#37 Thomas Schutte - CB","#24 James Cross - CB",,,,"#47 Orlando Brown - SS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUU,13:37,"SUU 32",1,4,3,Punt,"Punt Return",,0,0,"4-3-SUU 32 (13:38) 18-Alton Gomez punts 50 yards to CWS 18. 82-William Sanches to CWS 21 for 3 yards. Tackle by 56-Russell Woods. SUU 26-Joseph Johnson was injured on the play. He looks like he should be able to return.",,,,,,,,,,,,,,,,,,"#18 Alton Gomez - P",,,,,,,,,,,,,,,,,,,"#77 Fred Ivey - LT",,"#82 William Sanches - WR",,,"#98 Bert Adams - WLB","#54 Harold Harris - SLB","#94 Nicholas Casper - WLB",,"#27 Willie Watson - FS","#22 Joshua Silvers - CB",,"#34 Carlos Evans - SS",,,,"#76 Raymond Alvarado - LT","#83 Richard Auguste - TE","#46 Chris Wilson - TE","#44 Arthur Jones - FB","#41 Thomas Miller - WR","#79 Marcus King - RT",,"#67 William Mitchell - RDE","#93 Robert Price - SLB","#95 Ed Cox - MLB","#99 Edgar Langley - LDE",,,,,,,
CWS,13:29,"CWS 21",1,1,10,"Singleback Slot Strong HB Strong Inside","Nickel Normal Double WR2",11,0,0,"1-10-CWS 21 (13:30) 87-Gary Sandoval ran to CWS 32 for 11 yards. Tackle by 38-Scott Morrison.","#14 Russell Hall - QB","#87 Gary Sandoval - RB",,,,"#88 Zachary Flannagan - TE",,"#82 William Sanches - WR","#44 Bradley Bennett - WR","#85 Steven Sorensen - WR",,,"#78 Andy Vega - LT","#74 Benjamin Mull - LG","#58 Robert Moore - C","#57 Amado Graham - RG","#79 Christopher Crandall - RT",,"#78 Vernon Mincey - RDE",,"#75 Eddie Duncan - DT","#90 Jeffrey Sargent - SLB","#65 Mario Gonzalez - LDE",,"#49 Clyde Billups - SS",,"#57 Darnell Farris - WLB","#45 Christopher Chapman - CB","#29 Dennis Carnahan - CB",,"#3 Curtis Gaskins - CB",,"#27 Scott Morrison - CB","#30 John Winchester - CB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWS,12:46,"CWS 32",1,1,10,"Split Backs 3 Wide Off Tackle Strong","Nickel Normal Shallow Zone Deep",-3,0,0,"1-10-CWS 32 (12:45) 87-Gary Sandoval ran to CWS 29 for -3 yards. Tackle by 78-Vernon Mincey.","#14 Russell Hall - QB","#87 Gary Sandoval - RB",,,"#88 Zachary Flannagan - TE",,,"#82 William Sanches - WR","#44 Bradley Bennett - WR","#85 Steven Sorensen - WR",,,"#78 Andy Vega - LT","#74 Benjamin Mull - LG","#58 Robert Moore - C","#57 Amado Graham - RG","#79 Christopher Crandall - RT",,"#78 Vernon Mincey - RDE",,"#75 Eddie Duncan - DT","#90 Jeffrey Sargent - SLB","#65 Mario Gonzalez - LDE",,"#49 Clyde Billups - SS",,"#57 Darnell Farris - WLB","#45 Christopher Chapman - CB","#29 Dennis Carnahan - CB",,"#14 Russell Woods - CB",,"#27 Scott Morrison - CB","#30 John Winchester - CB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWS,12:06,"CWS 29",1,2,13,"Singleback Slot Strong Off Tackle Strong","Nickel Normal Double LB Blitz",4,0,0,"2-13-CWS 29 (12:05) 87-Gary Sandoval ran to CWS 33 for 4 yards. Tackle by 30-John Winchester.","#14 Russell Hall - QB","#87 Gary Sandoval - RB",,,,"#88 Zachary Flannagan - TE",,"#82 William Sanches - WR","#44 Bradley Bennett - WR","#85 Steven Sorensen - WR",,,"#78 Andy Vega - LT","#74 Benjamin Mull - LG","#58 Robert Moore - C","#57 Amado Graham - RG","#79 Christopher Crandall - RT",,"#78 Vernon Mincey - RDE",,"#75 Eddie Duncan - DT","#90 Jeffrey Sargent - SLB","#65 Mario Gonzalez - LDE",,"#49 Clyde Billups - SS",,"#57 Darnell Farris - WLB","#45 Christopher Chapman - CB","#29 Dennis Carnahan - CB",,"#14 Russell Woods - CB",,"#27 Scott Morrison - CB","#30 John Winchester - CB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWS,11:31,"CWS 33",1,3,9,"I Formation 3WR WR Out","Goal Line Attack #3",-2,0,0,"3-9-CWS 33 (11:30) (Hot Read) 14-Russell Hall pass complete to 88-Zachary Flannagan to CWS 31 for -2 yards. Tackle by 93-Mario Gonzalez. Pressure by 57-Darnell Farris.","#14 Russell Hall - QB","#80 Charles Gordon - RB",,,"#88 Zachary Flannagan - TE",,,"#82 William Sanches - WR","#44 Bradley Bennett - WR","#85 Steven Sorensen - WR",,,"#78 Andy Vega - LT","#74 Benjamin Mull - LG","#58 Robert Moore - C","#57 Amado Graham - RG","#79 Christopher Crandall - RT",,"#78 Vernon Mincey - RDE","#91 Gregory Crawford - DT","#75 Eddie Duncan - DT","#90 Jeffrey Sargent - SLB","#65 Mario Gonzalez - LDE","#96 Daryl Fitzgerald - DT","#49 Clyde Billups - SS",,"#57 Darnell Farris - WLB","#45 Christopher Chapman - CB","#29 Dennis Carnahan - CB",,,,"#27 Scott Morrison - CB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
