Season,Type,Week,Away Team,A Score,Home Team,H Score,Game ID,Captured,Force Refresh,Win,AT,,,,,,,,,
2043,Regular,1,Invaders,14,TheRedDragon,9,8722,0,0,H,BillyGoats,,,,,,,,,
2043,Regular,1,Pirates,6,Raiders,18,8723,0,0,H,Timbers,,,,,,,,,
2043,Regular,1,Devils,13,Demons,28,8724,0,0,H,Thunderbolts,,,,,,,,,
2043,Regular,1,Seahawks,6,Bears,27,8725,0,0,H,Bakers,,,,,,,,,
2043,Regular,1,Ravens,13,Kayfabe,7,8726,0,0,A,Mellotrons,,,,,,,,,
2043,Regular,1,Tigers,27,Argonauts,10,8727,0,0,A,FoghornLeghorns,,,,,,,,,
2043,Regular,1,Terror,9,RockyMountainBronx,27,8728,0,0,H,Chips,,,,,,,,,
2043,Regular,1,Monarchs,25,Barbarians,6,8729,0,0,A,Hammers,,,,,,,,,
2043,Regular,1,OrangeCrush,0,Anteaters,17,8730,0,0,H,Autobots,,,,,,,,,
2043,Regular,1,HolyHandGrenades,6,Thundercocks,14,8731,0,0,A,Monarchs,,,,,,,,,
2043,Regular,1,Lions,30,RumblePonies,18,8732,0,0,H,Treasure,,,,,,,,,
2043,Regular,1,Xtreme,12,Bandits,9,8733,0,0,H,Mud,,,,,,,,,
2043,Regular,1,Thrashers,34,Dildozers,3,8734,0,0,H,Corsairs,,,,,,,,,
2043,Regular,1,Bangles,13,Wraiths,6,8735,0,0,H,Firebirds,,,,,,,,,
2043,Regular,1,ShadowDancers,6,UpsideDownSicilians,24,8736,0,0,A,CutThroats,,,,,,,,,
2043,Regular,1,Templars,19,FireBreathingRubberDuckies,6,8737,0,0,H,DustDevils,,,,,,,,,
2043,Regular,2,Ravens,3,Terror,9,8738,0,0,A,Mallards,,,,,,,,,
2043,Regular,2,Devils,10,Tigers,19,8739,0,0,H,Quicksilver,,,,,,,,,
2043,Regular,2,Thrashers,44,Pirates,13,8740,0,0,A,Monarchs,,,,,,,,,
2043,Regular,2,Dildozers,6,Demons,36,8741,0,0,H,Treasure,,,,,,,,,
2043,Regular,2,RockyMountainBronx,13,Invaders,17,8742,0,0,H,Firebirds,,,,,,,,,
2043,Regular,2,OrangeCrush,16,Seahawks,25,8743,0,0,H,Muskies,,,,,,,,,
2043,Regular,2,Monarchs,20,Bangles,3,8744,0,0,A,Mud,,,,,,,,,
2043,Regular,2,Anteaters,0,HolyHandGrenades,37,8745,0,0,H,Corsairs,,,,,,,,,
2043,Regular,2,Barbarians,13,Thundercocks,19,8746,0,0,H,Bullfrogs,,,,,,,,,
2043,Regular,2,RumblePonies,0,UpsideDownSicilians,47,8747,0,0,H,Shamrocks,,,,,,,,,
2043,Regular,2,Lions,5,ShadowDancers,13,8748,0,0,H,Butcherz,,,,,,,,,
2043,Regular,2,Bears,3,Templars,15,8749,0,0,H,Voodoo,,,,,,,,,
2043,Regular,2,Raiders,9,FireBreathingRubberDuckies,25,8750,0,0,A,Cheesesteaks,,,,,,,,,
2043,Regular,2,Kayfabe,0,TheRedDragon,49,8751,0,0,H,CutThroats,,,,,,,,,
2043,Regular,2,Wraiths,6,Bandits,3,8752,0,0,A,FoghornLeghorns,,,,,,,,,
2043,Regular,2,Argonauts,6,Xtreme,36,8753,0,0,H,Storm,,,,,,,,,
2043,Regular,3,TheRedDragon,26,Ravens,0,8754,0,0,A,Mallards,,,,,,,,,
2043,Regular,3,Barbarians,6,Demons,17,8755,0,0,H,Butcherz,,,,,,,,,
2043,Regular,3,OrangeCrush,10,Devils,26,8756,0,0,H,Stars,,,,,,,,,
2043,Regular,3,HolyHandGrenades,9,Lions,16,8757,0,0,H,Timberjacks,,,,,,,,,
2043,Regular,3,Thundercocks,6,Wraiths,24,8758,0,0,A,Monarchs,,,,,,,,,
2043,Regular,3,Xtreme,10,Seahawks,3,8759,0,0,A,Mud,,,,,,,,,
2043,Regular,3,Bandits,30,Pirates,3,8760,0,0,A,Quicksilver,,,,,,,,,
2043,Regular,3,Bears,9,Thrashers,21,8761,0,0,A,Firebirds,,,,,,,,,
2043,Regular,3,FireBreathingRubberDuckies,14,UpsideDownSicilians,119,8762,0,0,A,Crusaders,,,,,,,,,
2043,Regular,3,Bangles,13,Invaders,10,8763,0,0,A,Mellotrons,,,,,,,,,
2043,Regular,3,Terror,0,ShadowDancers,18,8764,0,0,H,Shamrocks,,,,,,,,,
2043,Regular,3,Templars,26,Anteaters,3,8765,0,0,A,Autobots,,,,,,,,,
2043,Regular,3,Monarchs,19,RumblePonies,9,8766,0,0,H,FarEast,,,,,,,,,
2043,Regular,3,RockyMountainBronx,20,Raiders,23,8767,0,0,H,BillyGoats,,,,,,,,,
2043,Regular,3,Tigers,32,Kayfabe,0,8768,0,0,H,Storm,,,,,,,,,
2043,Regular,3,Dildozers,6,Argonauts,27,8769,0,0,H,Chips,,,,,,,,,
2043,Regular,4,Ravens,3,ShadowDancers,29,8770,0,0,H,Chips,,,,,,,,,
2043,Regular,4,Kayfabe,20,Pirates,14,8771,0,0,H,Timberjacks,,,,,,,,,
2043,Regular,4,Templars,14,Raiders,26,8772,0,0,A,DustDevils,,,,,,,,,
2043,Regular,4,HolyHandGrenades,20,FireBreathingRubberDuckies,10,8773,0,0,A,Stars,,,,,,,,,
2043,Regular,4,Devils,3,Lions,10,8774,0,0,H,FoghornLeghorns,,,,,,,,,
2043,Regular,4,Demons,27,Anteaters,0,8775,0,0,A,Rampage,,,,,,,,,
